State,Year,Quarter,Districts,Transaction_count,Transaction_amount
arunachal-pradesh,2021,3,lohit,117879,2751.61
arunachal-pradesh,2021,3,tawang,89052,3654.04
arunachal-pradesh,2021,3,namsai,79292,1773.81
arunachal-pradesh,2021,3,west siang,65763,2170.66
arunachal-pradesh,2021,3,lower dibang valley,50270,1337.89
arunachal-pradesh,2021,3,tirap,47118,1436.21
arunachal-pradesh,2021,4,papum pare,919925,24357.97
arunachal-pradesh,2021,4,west kameng,247346,7658.59
arunachal-pradesh,2021,4,east siang,169617,4501.85
arunachal-pradesh,2021,4,changlang,147432,4032.55
arunachal-pradesh,2021,4,lohit,142772,3289.43
arunachal-pradesh,2021,4,namsai,105194,2205.13
arunachal-pradesh,2021,4,tawang,99575,4123.96
arunachal-pradesh,2021,4,west siang,79050,2679.78
arunachal-pradesh,2021,4,lower dibang valley,65302,1749.8
arunachal-pradesh,2021,4,lower subansiri,60146,1993.66
arunachal-pradesh,2022,1,papum pare,1163726,29092.48
arunachal-pradesh,2022,1,west kameng,240672,7056.08
arunachal-pradesh,2022,1,east siang,201945,5016.01
arunachal-pradesh,2022,1,changlang,171494,4905.49
arunachal-pradesh,2022,1,lohit,169954,3933.61
arunachal-pradesh,2022,1,namsai,117173,2560.05
arunachal-pradesh,2022,1,west siang,92331,3155.62
arunachal-pradesh,2022,1,tawang,86721,3466.62
arunachal-pradesh,2022,1,lower dibang valley,83531,2352.43
arunachal-pradesh,2022,1,lower subansiri,73100,2398.25
arunachal-pradesh,2022,2,papum pare,1444757,32699.17
arunachal-pradesh,2022,2,west kameng,327925,8934.86
arunachal-pradesh,2022,2,east siang,261162,6048.25
arunachal-pradesh,2022,2,lohit,226199,5023.23
arunachal-pradesh,2022,2,changlang,203732,5132.88
arunachal-pradesh,2022,2,namsai,152652,2939.21
arunachal-pradesh,2022,2,tawang,132824,4943.51
arunachal-pradesh,2022,2,west siang,121772,3755.31
arunachal-pradesh,2022,2,lower dibang valley,104498,2719.45
arunachal-pradesh,2022,2,lower subansiri,94109,2879.94
arunachal-pradesh,2022,3,papum pare,1651143,32118.09
arunachal-pradesh,2022,3,west kameng,371632,9451.71
arunachal-pradesh,2022,3,east siang,286766,5947.53
arunachal-pradesh,2022,3,lohit,236792,4617.46
arunachal-pradesh,2022,3,changlang,216609,4925.35
arunachal-pradesh,2022,3,namsai,151676,2772.0
arunachal-pradesh,2022,3,tawang,138313,5148.56
arunachal-pradesh,2022,3,west siang,136332,3951.93
arunachal-pradesh,2022,3,lower dibang valley,112848,2730.01
arunachal-pradesh,2022,3,lower subansiri,109261,2857.12
arunachal-pradesh,2022,4,papum pare,1917365,34019.99
arunachal-pradesh,2022,4,west kameng,421418,9545.23
arunachal-pradesh,2022,4,east siang,327737,6235.25
arunachal-pradesh,2022,4,lohit,276551,5036.62
arunachal-pradesh,2022,4,changlang,254818,5721.96
arunachal-pradesh,2022,4,namsai,188919,3079.55
arunachal-pradesh,2022,4,west siang,176377,4493.02
arunachal-pradesh,2022,4,tawang,155419,5183.33
arunachal-pradesh,2022,4,lower subansiri,143172,3394.44
arunachal-pradesh,2022,4,lower dibang valley,137218,3083.3
arunachal-pradesh,2023,1,papum pare,3302746,59004.3
arunachal-pradesh,2023,1,west kameng,662521,14144.05
arunachal-pradesh,2023,1,east siang,535198,9909.89
arunachal-pradesh,2023,1,changlang,494506,11014.99
arunachal-pradesh,2023,1,lohit,483285,8708.36
arunachal-pradesh,2023,1,namsai,325503,5185.5
arunachal-pradesh,2023,1,west siang,320064,7641.89
arunachal-pradesh,2023,1,lower subansiri,257899,5856.14
arunachal-pradesh,2023,1,lower dibang valley,256396,5377.14
arunachal-pradesh,2023,1,tawang,239151,7245.42
arunachal-pradesh,2023,2,papum pare,4245307,71486.75
arunachal-pradesh,2023,2,west kameng,870033,18032.48
arunachal-pradesh,2023,2,east siang,689624,11775.77
arunachal-pradesh,2023,2,changlang,615184,12600.78
arunachal-pradesh,2023,2,lohit,592587,9846.22
arunachal-pradesh,2023,2,west siang,450143,9709.14
arunachal-pradesh,2023,2,namsai,409511,6195.71
arunachal-pradesh,2023,2,lower subansiri,341107,6893.16
arunachal-pradesh,2023,2,tawang,339605,10036.64
arunachal-pradesh,2023,2,lower dibang valley,320847,6415.03
arunachal-pradesh,2023,3,papum pare,5410471,75959.71
arunachal-pradesh,2023,3,west kameng,1036743,19239.66
arunachal-pradesh,2023,3,east siang,810283,12476.87
arunachal-pradesh,2023,3,changlang,712587,12160.77
arunachal-pradesh,2023,3,lohit,700473,10486.09
arunachal-pradesh,2023,3,west siang,554407,10372.11
arunachal-pradesh,2023,3,lower subansiri,482224,8187.56
arunachal-pradesh,2023,3,namsai,477310,6541.08
arunachal-pradesh,2023,3,tawang,423923,11994.13
arunachal-pradesh,2023,3,lower dibang valley,389175,6280.26
arunachal-pradesh,2023,4,papum pare,5938599,83740.6
arunachal-pradesh,2023,4,west kameng,1195192,21628.4
arunachal-pradesh,2023,4,east siang,931589,14166.75
arunachal-pradesh,2023,4,changlang,806945,14300.53
arunachal-pradesh,2023,4,lohit,779252,11928.8
arunachal-pradesh,2023,4,west siang,687577,12622.25
arunachal-pradesh,2023,4,lower subansiri,559506,9598.64
arunachal-pradesh,2023,4,namsai,533600,7697.24
arunachal-pradesh,2023,4,tawang,509181,12977.07
arunachal-pradesh,2023,4,lower dibang valley,456242,7808.22
arunachal-pradesh,2024,1,papum pare,6605744,91474.78
arunachal-pradesh,2024,1,west kameng,1262496,21289.72
arunachal-pradesh,2024,1,east siang,1022852,15337.78
arunachal-pradesh,2024,1,changlang,927421,15751.78
arunachal-pradesh,2024,1,lohit,857194,13247.96
arunachal-pradesh,2024,1,west siang,798151,14051.73
arunachal-pradesh,2024,1,lower subansiri,609737,9840.03
arunachal-pradesh,2024,1,namsai,597509,8164.32
arunachal-pradesh,2024,1,lower dibang valley,537101,8954.9
arunachal-pradesh,2024,1,tawang,475300,11146.14
arunachal-pradesh,2024,2,papum pare,7717891,103530.0
arunachal-pradesh,2024,2,west kameng,1533560,25269.04
arunachal-pradesh,2024,2,east siang,1238349,18064.71
arunachal-pradesh,2024,2,changlang,1067550,16500.12
arunachal-pradesh,2024,2,lohit,1019785,14195.25
arunachal-pradesh,2024,2,west siang,970111,16868.97
arunachal-pradesh,2024,2,namsai,706526,8730.4
arunachal-pradesh,2024,2,lower subansiri,692774,10608.66
arunachal-pradesh,2024,2,tawang,649179,14487.98
arunachal-pradesh,2024,2,lower dibang valley,616423,9463.88
assam,2018,1,kamrup metropolitan,194617,2847.66
assam,2018,1,marigaon,79832,1050.67
assam,2018,1,barpeta,67801,563.52
assam,2018,1,nagaon,66695,563.53
assam,2018,1,cachar,56481,572.5
assam,2018,1,sonitpur,51976,730.06
assam,2018,1,kamrup,47859,418.68
assam,2018,1,dibrugarh,44792,532.59
assam,2018,1,tinsukia,41237,458.86
assam,2018,1,jorhat,33322,411.65
assam,2018,2,kamrup metropolitan,320417,5486.19
assam,2018,2,marigaon,109223,2040.57
assam,2018,2,nagaon,105834,1298.19
assam,2018,2,barpeta,102217,1175.41
assam,2018,2,cachar,83921,1051.48
assam,2018,2,sonitpur,82799,1512.31
assam,2018,2,kamrup,74537,833.38
assam,2018,2,dibrugarh,70642,1109.55
assam,2018,2,tinsukia,66715,1029.21
assam,2018,2,jorhat,53341,706.35
assam,2018,3,kamrup metropolitan,476050,8841.21
assam,2018,3,barpeta,145945,2301.25
assam,2018,3,nagaon,142195,2085.85
assam,2018,3,cachar,123735,1896.12
assam,2018,3,sonitpur,116196,2521.36
assam,2018,3,kamrup,112726,1489.3
assam,2018,3,marigaon,102867,1891.32
assam,2018,3,dibrugarh,98822,1730.49
assam,2018,3,tinsukia,90928,1551.22
assam,2018,3,jorhat,79724,1180.08
assam,2018,4,kamrup metropolitan,686010,13454.51
assam,2018,4,nagaon,435103,3179.73
assam,2018,4,barpeta,225449,3546.75
assam,2018,4,marigaon,193075,2078.54
assam,2018,4,cachar,187360,2723.42
assam,2018,4,sonitpur,165399,3585.5
assam,2018,4,kamrup,162592,2360.88
assam,2018,4,dibrugarh,144931,2643.47
assam,2018,4,tinsukia,127171,2537.19
assam,2018,4,dhubri,120810,1816.51
assam,2019,1,kamrup metropolitan,1306775,26053.8
assam,2019,1,nagaon,265767,3829.87
assam,2019,1,barpeta,262834,4169.78
assam,2019,1,cachar,206705,3356.75
assam,2019,1,kamrup,205094,3253.87
assam,2019,1,sonitpur,197716,4098.12
assam,2019,1,dibrugarh,180303,3085.2
assam,2019,1,marigaon,162645,2258.92
assam,2019,1,tinsukia,147896,2960.16
assam,2019,1,dhubri,129363,1688.33
assam,2019,2,kamrup metropolitan,2488968,50896.58
assam,2019,2,nagaon,231423,4227.75
assam,2019,2,barpeta,228864,4667.86
assam,2019,2,sonitpur,192707,4443.37
assam,2019,2,cachar,177976,3351.26
assam,2019,2,kamrup,176995,3347.25
assam,2019,2,dibrugarh,169357,3565.25
assam,2019,2,tinsukia,148294,3233.03
assam,2019,2,marigaon,130459,2353.43
assam,2019,2,jorhat,129744,2318.78
assam,2019,3,kamrup metropolitan,2188998,60809.99
assam,2019,3,barpeta,262253,5052.42
assam,2019,3,nagaon,258566,4915.51
assam,2019,3,sonitpur,257623,5332.89
assam,2019,3,cachar,242781,4265.03
assam,2019,3,dibrugarh,230118,4250.77
assam,2019,3,kamrup,222439,3838.84
assam,2019,3,tinsukia,196245,3570.09
assam,2019,3,jorhat,167468,2743.29
assam,2019,3,golaghat,121795,1947.79
assam,2019,4,kamrup metropolitan,2510384,72061.66
assam,2019,4,sonitpur,298139,6134.62
assam,2019,4,barpeta,295624,6134.8
assam,2019,4,nagaon,287586,5461.85
assam,2019,4,cachar,273506,4821.98
assam,2019,4,dibrugarh,255885,4703.9
assam,2019,4,kamrup,249708,4615.59
assam,2019,4,tinsukia,224113,4236.85
assam,2019,4,jorhat,185402,3077.0
assam,2019,4,goalpara,139662,2820.04
assam,2020,1,kamrup metropolitan,3338601,100805.48
assam,2020,1,sonitpur,383179,7555.09
assam,2020,1,cachar,375774,6597.02
assam,2020,1,barpeta,367963,8330.79
assam,2020,1,nagaon,360749,7362.3
assam,2020,1,kamrup,322830,6055.39
assam,2020,1,dibrugarh,317878,5853.27
assam,2020,1,tinsukia,286640,5417.59
assam,2020,1,jorhat,232108,3710.73
assam,2020,1,golaghat,179380,3013.35
assam,2020,2,kamrup metropolitan,2543890,71902.15
assam,2020,2,nagaon,521404,8895.93
assam,2020,2,barpeta,519590,9675.13
assam,2020,2,sonitpur,510820,8994.03
assam,2020,2,kamrup,461735,6963.78
assam,2020,2,cachar,448258,6713.25
assam,2020,2,dibrugarh,447580,6784.92
assam,2020,2,tinsukia,420620,6180.21
assam,2020,2,jorhat,306847,4066.9
assam,2020,2,golaghat,290221,3814.87
assam,2020,3,kamrup metropolitan,4268591,133460.89
assam,2020,3,barpeta,553783,13063.56
assam,2020,3,sonitpur,540972,11645.86
assam,2020,3,nagaon,535675,11539.26
assam,2020,3,dibrugarh,526945,11064.87
assam,2020,3,cachar,487493,9202.8
assam,2020,3,kamrup,445726,8786.47
assam,2020,3,tinsukia,442335,8394.12
assam,2020,3,jorhat,315288,5427.88
assam,2020,3,golaghat,278714,4848.85
assam,2020,4,kamrup metropolitan,5300547,161059.23
assam,2020,4,barpeta,724763,20533.62
assam,2020,4,sonitpur,676306,15609.23
assam,2020,4,nagaon,667880,16650.22
assam,2020,4,dibrugarh,631601,14791.67
assam,2020,4,cachar,623731,14347.67
assam,2020,4,kamrup,557203,12710.39
assam,2020,4,tinsukia,543941,12097.37
assam,2020,4,jorhat,400452,8156.77
assam,2020,4,goalpara,381733,10181.65
assam,2021,1,kamrup metropolitan,9400818,240037.17
assam,2021,1,barpeta,768249,23789.52
assam,2021,1,dibrugarh,680608,17105.71
assam,2021,1,nagaon,675634,20199.26
assam,2021,1,sonitpur,669242,16893.7
assam,2021,1,cachar,614703,15775.82
assam,2021,1,kamrup,557802,14506.63
assam,2021,1,tinsukia,480161,11604.3
assam,2021,1,goalpara,400249,12036.01
assam,2021,1,jorhat,388882,8564.05
assam,2021,2,kamrup metropolitan,12113618,269489.06
assam,2021,2,barpeta,1094358,29275.47
assam,2021,2,nagaon,928187,24469.53
assam,2021,2,dibrugarh,870918,19761.54
assam,2021,2,sonitpur,848080,19290.14
assam,2021,2,cachar,743120,16800.51
assam,2021,2,kamrup,737877,16869.27
assam,2021,2,tinsukia,606143,13185.34
assam,2021,2,goalpara,544911,14756.03
assam,2021,2,dhubri,528440,13167.09
assam,2021,3,kamrup metropolitan,16840668,361230.83
assam,2021,3,barpeta,1436928,35224.33
assam,2021,3,nagaon,1156024,29032.15
assam,2021,3,dibrugarh,1116075,25177.12
assam,2021,3,sonitpur,1030160,23856.66
assam,2021,3,cachar,998685,22852.49
assam,2021,3,kamrup,957373,21122.76
assam,2021,3,tinsukia,726497,16201.17
assam,2021,3,dhubri,668723,16824.48
assam,2021,3,goalpara,650085,17472.57
assam,2021,4,kamrup metropolitan,22903930,481779.19
assam,2021,4,barpeta,2145496,53416.26
assam,2021,4,nagaon,1599255,41815.53
assam,2021,4,dibrugarh,1489321,32472.3
assam,2021,4,sonitpur,1437714,31199.48
assam,2021,4,cachar,1424029,32884.05
assam,2021,4,kamrup,1326629,29068.28
assam,2021,4,dhubri,947815,24529.71
assam,2021,4,tinsukia,924326,20996.65
assam,2021,4,goalpara,920783,25904.33
assam,2022,1,kamrup metropolitan,28908435,600937.47
assam,2022,1,barpeta,2846523,74136.12
assam,2022,1,nagaon,2049272,54054.9
assam,2022,1,cachar,1869862,42253.05
assam,2022,1,dibrugarh,1830668,37214.25
assam,2022,1,sonitpur,1805856,36519.41
assam,2022,1,kamrup,1708845,38380.19
assam,2022,1,goalpara,1299073,37203.8
assam,2022,1,dhubri,1247298,33802.05
assam,2022,1,darrang,1205741,27321.73
assam,2022,2,kamrup metropolitan,37896005,705153.47
assam,2022,2,barpeta,3782074,85979.21
assam,2022,2,nagaon,2624899,64016.29
assam,2022,2,dibrugarh,2372318,44265.57
assam,2022,2,sonitpur,2331103,42287.03
assam,2022,2,cachar,2208886,43909.76
assam,2022,2,kamrup,2122755,42476.51
assam,2022,2,darrang,1764727,32277.01
assam,2022,2,dhubri,1748061,40958.43
assam,2022,2,goalpara,1660385,42416.27
assam,2022,3,kamrup metropolitan,39606017,694108.6
assam,2022,3,barpeta,4561028,91499.61
assam,2022,3,sonitpur,3096898,54103.47
assam,2022,3,nagaon,2968058,65581.07
assam,2022,3,cachar,2665315,51924.49
assam,2022,3,kamrup,2430234,46145.92
assam,2022,3,dibrugarh,2307181,39336.28
assam,2022,3,jorhat,2264530,36946.75
assam,2022,3,dhubri,2223747,45563.85
assam,2022,3,goalpara,2054687,45900.77
assam,2022,4,kamrup metropolitan,48873033,841833.81
assam,2022,4,barpeta,5914147,120252.33
assam,2022,4,sonitpur,3570910,59558.79
assam,2022,4,kamrup,3473735,64885.65
assam,2022,4,nagaon,3466436,74422.95
assam,2022,4,cachar,3169492,61461.28
assam,2022,4,dhubri,2801543,56969.19
assam,2022,4,dibrugarh,2781759,45402.36
assam,2022,4,goalpara,2471469,54011.52
assam,2022,4,bongaigaon,2301942,46636.73
assam,2023,1,kamrup metropolitan,22957420,321775.28
assam,2023,1,barpeta,8607360,187295.28
assam,2023,1,nagaon,6685799,142299.05
assam,2023,1,cachar,5638260,107603.87
assam,2023,1,sonitpur,5085643,80455.33
assam,2023,1,kamrup,4930296,93711.0
assam,2023,1,dhubri,4783556,101888.98
assam,2023,1,goalpara,4337423,98334.97
assam,2023,1,dibrugarh,3760225,56089.75
assam,2023,1,darrang,3615988,71587.36
assam,2023,2,kamrup metropolitan,27633429,360665.26
assam,2023,2,barpeta,10582441,205779.69
assam,2023,2,nagaon,8290774,159332.95
assam,2023,2,cachar,6593914,113044.11
assam,2023,2,sonitpur,6079471,91557.64
assam,2023,2,kamrup,6019583,103195.07
assam,2023,2,dhubri,5998987,116521.62
assam,2023,2,goalpara,5347770,107558.8
assam,2023,2,darrang,4517036,79435.02
assam,2023,2,dibrugarh,4515459,63396.12
assam,2023,3,kamrup metropolitan,33252533,389694.48
assam,2023,3,barpeta,12553937,195471.99
assam,2023,3,nagaon,9915879,162186.56
assam,2023,3,cachar,8139863,124759.88
assam,2023,3,dhubri,7727555,120383.53
assam,2023,3,kamrup,7313093,108001.14
assam,2023,3,sonitpur,7184992,95553.86
assam,2023,3,goalpara,6726109,108952.84
assam,2023,3,darrang,5522247,81318.13
assam,2023,3,dibrugarh,5328549,68832.07
assam,2023,4,kamrup metropolitan,35741066,420669.92
assam,2023,4,barpeta,15365058,237678.53
assam,2023,4,nagaon,11620054,190637.36
assam,2023,4,dhubri,9754250,148837.05
assam,2023,4,cachar,9259935,146115.71
assam,2023,4,goalpara,8585082,136684.36
assam,2023,4,kamrup,8424238,125067.56
assam,2023,4,sonitpur,8050113,107774.3
assam,2023,4,darrang,6735425,105997.16
assam,2023,4,bongaigaon,6225825,96409.84
assam,2024,1,kamrup metropolitan,37451157,430941.34
assam,2024,1,barpeta,18751526,293251.7
assam,2024,1,nagaon,13867011,222000.39
assam,2024,1,dhubri,12272788,179333.01
assam,2024,1,goalpara,10539700,166067.52
assam,2024,1,cachar,10515083,159183.44
assam,2024,1,kamrup,9838598,146901.14
assam,2024,1,sonitpur,8762274,115433.69
assam,2024,1,darrang,8045981,124140.85
assam,2024,1,bongaigaon,7673311,117571.83
assam,2024,2,kamrup metropolitan,42068413,449510.45
assam,2024,2,barpeta,23894445,323819.46
assam,2024,2,nagaon,18004768,243479.12
assam,2024,2,dhubri,15564143,199321.9
assam,2024,2,goalpara,12804082,181355.38
assam,2024,2,cachar,12374786,160875.47
assam,2024,2,kamrup,12002142,158017.77
assam,2024,2,sonitpur,10836139,127668.48
assam,2024,2,bongaigaon,10017791,133205.63
assam,2024,2,darrang,9728645,137034.25
bihar,2018,1,patna,1197281,12824.92
bihar,2018,1,muzaffarpur,388401,3947.17
bihar,2018,1,purbi champaran,254643,2641.93
bihar,2018,1,gaya,231873,2274.7
bihar,2018,1,samastipur,222241,2136.34
bihar,2018,1,darbhanga,217364,2246.28
bihar,2018,1,pashchim champaran,215866,2361.9
bihar,2018,1,nalanda,208901,1906.13
bihar,2018,1,vaishali,201678,2117.95
bihar,2018,1,rohtas,201231,1813.79
bihar,2018,2,patna,1650942,23288.39
bihar,2018,2,muzaffarpur,554675,8412.76
bihar,2018,2,purbi champaran,373033,6504.53
bihar,2018,2,gaya,324390,4380.42
bihar,2018,2,darbhanga,322140,5695.73
bihar,2018,2,samastipur,316985,5025.83
bihar,2018,2,vaishali,316405,4710.71
bihar,2018,2,nalanda,306468,3681.56
bihar,2018,2,pashchim champaran,305553,5423.8
bihar,2018,2,madhubani,286112,5548.29
bihar,2018,3,patna,3360157,38731.42
bihar,2018,3,muzaffarpur,959708,12654.58
bihar,2018,3,gaya,919453,8939.29
bihar,2018,3,nalanda,896006,7682.04
bihar,2018,3,rohtas,701262,6688.07
bihar,2018,3,purbi champaran,544285,9214.47
bihar,2018,3,pashchim champaran,427544,7788.44
bihar,2018,3,vaishali,427385,6603.14
bihar,2018,3,bhagalpur,422204,5796.15
bihar,2018,3,darbhanga,413648,7644.67
bihar,2018,4,patna,3256138,49072.67
bihar,2018,4,muzaffarpur,886640,16825.72
bihar,2018,4,purbi champaran,732175,14585.72
bihar,2018,4,gaya,724866,10796.59
bihar,2018,4,nalanda,666931,8461.45
bihar,2018,4,pashchim champaran,582470,12152.56
bihar,2018,4,rohtas,534230,8184.26
bihar,2018,4,samastipur,529944,10200.03
bihar,2018,4,vaishali,522642,9647.61
bihar,2018,4,darbhanga,515957,11427.07
bihar,2019,1,patna,7894598,112179.4
bihar,2019,1,muzaffarpur,1262299,20615.07
bihar,2019,1,purbi champaran,1069790,18561.48
bihar,2019,1,gaya,1025084,14600.09
bihar,2019,1,nalanda,946010,10770.03
bihar,2019,1,pashchim champaran,938338,16273.4
bihar,2019,1,rohtas,879724,11042.3
bihar,2019,1,samastipur,792952,12398.55
bihar,2019,1,darbhanga,763583,14487.71
bihar,2019,1,vaishali,749004,11749.51
bihar,2019,2,patna,13421445,261254.85
bihar,2019,2,muzaffarpur,1260648,27303.12
bihar,2019,2,purbi champaran,937122,22078.21
bihar,2019,2,gaya,919937,17180.18
bihar,2019,2,pashchim champaran,754956,18076.46
bihar,2019,2,darbhanga,727675,18226.08
bihar,2019,2,nalanda,710450,12546.26
bihar,2019,2,vaishali,706255,15037.11
bihar,2019,2,madhubani,689839,18302.49
bihar,2019,2,saran,660816,15115.34
bihar,2019,3,patna,13404838,291285.07
bihar,2019,3,muzaffarpur,1526447,29885.96
bihar,2019,3,gaya,1275920,19049.55
bihar,2019,3,purbi champaran,1028626,23485.5
bihar,2019,3,vaishali,835929,15742.7
bihar,2019,3,darbhanga,802970,18933.97
bihar,2019,3,pashchim champaran,794590,18100.07
bihar,2019,3,saran,768342,14813.7
bihar,2019,3,nalanda,734808,12723.72
bihar,2019,3,madhubani,732727,18151.65
bihar,2019,4,patna,17235243,377073.84
bihar,2019,4,muzaffarpur,1900732,41365.37
bihar,2019,4,gaya,1627240,25050.32
bihar,2019,4,purbi champaran,1432859,33759.35
bihar,2019,4,nalanda,1426896,18037.08
bihar,2019,4,pashchim champaran,1130965,27267.2
bihar,2019,4,rohtas,1129246,17644.3
bihar,2019,4,vaishali,1092261,22835.32
bihar,2019,4,darbhanga,1059279,25859.82
bihar,2019,4,saran,1039542,22653.46
bihar,2020,1,patna,15560992,399356.2
bihar,2020,1,muzaffarpur,2083611,48631.83
bihar,2020,1,purbi champaran,1671939,40680.2
bihar,2020,1,gaya,1524983,29867.3
bihar,2020,1,pashchim champaran,1495660,39181.07
bihar,2020,1,darbhanga,1296525,31810.63
bihar,2020,1,siwan,1271446,31105.52
bihar,2020,1,madhubani,1264352,33046.38
bihar,2020,1,samastipur,1233758,29872.74
bihar,2020,1,vaishali,1177251,26091.95
bihar,2020,2,patna,13807801,378599.21
bihar,2020,2,muzaffarpur,2572251,59031.93
bihar,2020,2,purbi champaran,2357758,54438.36
bihar,2020,2,gaya,1972685,41000.72
bihar,2020,2,pashchim champaran,1947807,46532.38
bihar,2020,2,madhubani,1777506,41461.68
bihar,2020,2,darbhanga,1660540,39320.61
bihar,2020,2,saran,1590231,33050.93
bihar,2020,2,bhagalpur,1561760,39988.34
bihar,2020,2,samastipur,1536299,36140.32
