State,Year,Quarter,District,Count,Amount
telangana,2023,2,jangaon district,14146351,266097.7
telangana,2023,2,bhadradri kothagudem district,25871023,479728.24
telangana,2023,2,warangal rural district,13385181,249850.14
telangana,2023,2,kumuram bheem asifabad district,6747324,108371.45
telangana,2023,2,nizamabad district,34994548,755966.24
telangana,2023,2,adilabad district,9925498,176628.8
telangana,2023,2,rajanna sircilla district,11891159,237281.63
telangana,2023,2,nagarkurnool district,18857244,379480.56
telangana,2023,2,peddapalle district,22555741,389781.38
telangana,2023,2,nirmal district,11368138,253818.62
telangana,2023,2,mahabubabad district,13158453,241141.84
telangana,2023,2,sangareddy district,75850320,1212909.1
telangana,2023,2,wanaparthy district,10142299,200182.97
telangana,2023,2,vikarabad district,16157969,278834.53
telangana,2023,2,jagtial district,18288029,408937.09
telangana,2023,2,yadadri bhuvanagiri district,24175923,452579.07
telangana,2023,2,medak district,14637759,259743.24
telangana,2023,2,mahbubnagar district,23297956,414178.82
telangana,2023,2,jaya shankar bhalupally district,8720801,164387.4
telangana,2023,2,warangal urban district,53361513,976312.46
telangana,2023,2,rangareddy district,384456496,5611479.26
telangana,2023,2,hyderabad district,328016262,4673282.36
telangana,2023,2,suryapet district,24674139,492462.27
telangana,2023,2,jogulamba gadwal district,10142849,210149.63
telangana,2023,2,kamareddy district,16638930,328480.62
telangana,2023,2,mulugu district,5285601,107022.36
telangana,2023,2,medchal malkajgiri district,296231089,4340436.3
telangana,2023,2,karimnagar district,35552008,677730.8
telangana,2023,2,mancherial district,22723969,398563.61
telangana,2023,2,siddipet district,28696623,548556.6
telangana,2023,2,khammam district,36607410,711923.83
telangana,2023,3,narayanpet district,7703822,148287.2
telangana,2023,3,nalgonda district,46150123,835384.74
telangana,2023,3,jangaon district,14999210,265702.11
telangana,2023,3,bhadradri kothagudem district,29094213,502763.18
telangana,2023,3,warangal rural district,14114843,249346.51
telangana,2023,3,kumuram bheem asifabad district,7668822,113644.05
telangana,2023,3,nizamabad district,37772113,740423.61
telangana,2023,3,adilabad district,11223859,179572.08
telangana,2023,3,rajanna sircilla district,12792742,248535.52
telangana,2023,3,nagarkurnool district,20682884,382206.53
telangana,2023,3,peddapalle district,24425865,414063.73
telangana,2023,3,nirmal district,12575625,258121.86
telangana,2023,3,mahabubabad district,14152370,241211.12
telangana,2023,3,sangareddy district,86831652,1292807.48
telangana,2023,3,wanaparthy district,10889643,201639.64
telangana,2023,3,vikarabad district,17488999,280774.72
telangana,2023,3,jagtial district,19623996,420811.54
telangana,2023,3,yadadri bhuvanagiri district,26071562,462970.02
telangana,2023,3,medak district,15389129,255948.26
telangana,2023,3,mahbubnagar district,26016185,432706.72
telangana,2023,3,jaya shankar bhalupally district,9554915,178245.63
telangana,2023,3,warangal urban district,58807111,1029935.25
telangana,2023,3,rangareddy district,439381886,6158643.63
telangana,2023,3,hyderabad district,371834420,5051530.23
telangana,2023,3,suryapet district,27124712,491329.11
telangana,2023,3,jogulamba gadwal district,11749521,221007.53
telangana,2023,3,kamareddy district,17517673,312683.62
telangana,2023,3,mulugu district,5736746,107089.09
telangana,2023,3,medchal malkajgiri district,341559058,4779580.1
telangana,2023,3,karimnagar district,39168527,715873.38
telangana,2023,3,mancherial district,25376026,434725.22
telangana,2023,3,siddipet district,31010716,571766.71
telangana,2023,3,khammam district,40556956,722698.89
telangana,2023,4,narayanpet district,8633391,170289.39
telangana,2023,4,nalgonda district,51511022,971703.43
telangana,2023,4,jangaon district,17087143,316082.29
telangana,2023,4,bhadradri kothagudem district,33075338,562028.03
telangana,2023,4,warangal rural district,16122643,280842.77
telangana,2023,4,kumuram bheem asifabad district,8659007,124095.27
telangana,2023,4,nizamabad district,43071426,889284.92
telangana,2023,4,adilabad district,12424951,196750.1
telangana,2023,4,rajanna sircilla district,14910772,292383.86
telangana,2023,4,nagarkurnool district,23146650,428307.17
telangana,2023,4,peddapalle district,27564769,464453.17
telangana,2023,4,nirmal district,14040450,280575.11
telangana,2023,4,mahabubabad district,16067938,269744.93
telangana,2023,4,sangareddy district,96204412,1429328.48
telangana,2023,4,wanaparthy district,12672875,233359.5
telangana,2023,4,vikarabad district,19695272,313606.49
telangana,2023,4,jagtial district,22331060,477150.73
telangana,2023,4,yadadri bhuvanagiri district,28984449,531217.51
telangana,2023,4,medak district,17837494,305507.88
telangana,2023,4,mahbubnagar district,28894213,483891.26
telangana,2023,4,jaya shankar bhalupally district,10770866,189933.63
telangana,2023,4,warangal urban district,64109092,1106723.94
telangana,2023,4,rangareddy district,460487052,6472412.84
telangana,2023,4,hyderabad district,388720083,5324145.8
telangana,2023,4,suryapet district,30560826,578486.21
telangana,2023,4,jogulamba gadwal district,13040977,236905.59
telangana,2023,4,kamareddy district,20414647,389438.14
telangana,2023,4,mulugu district,6508465,112979.25
telangana,2023,4,medchal malkajgiri district,362103399,5020487.76
telangana,2023,4,karimnagar district,43037506,786144.58
telangana,2023,4,mancherial district,28993967,486946.37
telangana,2023,4,siddipet district,34702592,646659.36
telangana,2023,4,khammam district,44437431,792308.98
telangana,2024,1,narayanpet district,10201467,186111.59
telangana,2024,1,nalgonda district,57098940,986062.83
telangana,2024,1,jangaon district,19229618,332160.71
telangana,2024,1,bhadradri kothagudem district,37673480,608636.48
telangana,2024,1,warangal rural district,18625583,315780.13
telangana,2024,1,kumuram bheem asifabad district,10139006,151333.72
telangana,2024,1,nizamabad district,47460405,887125.02
telangana,2024,1,adilabad district,14751478,244687.87
telangana,2024,1,rajanna sircilla district,16679313,300085.54
telangana,2024,1,nagarkurnool district,26142010,468085.93
telangana,2024,1,peddapalle district,30184794,469492.57
telangana,2024,1,nirmal district,17001564,334949.47
telangana,2024,1,mahabubabad district,18428448,301237.19
telangana,2024,1,sangareddy district,107498888,1523572.05
telangana,2024,1,wanaparthy district,14465541,254552.99
telangana,2024,1,vikarabad district,22963261,366340.35
telangana,2024,1,jagtial district,24691535,502580.67
telangana,2024,1,yadadri bhuvanagiri district,32381047,539081.5
telangana,2024,1,medak district,19795126,310421.28
telangana,2024,1,mahbubnagar district,32817864,510643.12
telangana,2024,1,jaya shankar bhalupally district,12118427,208006.24
telangana,2024,1,warangal urban district,70551596,1145605.93
telangana,2024,1,rangareddy district,488047529,6585710.94
telangana,2024,1,hyderabad district,402314318,5276850.58
telangana,2024,1,suryapet district,34201948,589770.21
telangana,2024,1,jogulamba gadwal district,15209824,268372.32
telangana,2024,1,kamareddy district,22155140,375727.06
telangana,2024,1,mulugu district,8605687,151994.52
telangana,2024,1,medchal malkajgiri district,380041109,4998784.94
telangana,2024,1,karimnagar district,46640034,787999.36
telangana,2024,1,mancherial district,32326866,522536.09
telangana,2024,1,siddipet district,38675119,678494.18
telangana,2024,1,khammam district,50268342,854899.62
telangana,2024,2,narayanpet district,11763518,208242.08
telangana,2024,2,nalgonda district,64679087,1105626.73
telangana,2024,2,jangaon district,21695033,373792.66
telangana,2024,2,bhadradri kothagudem district,42166625,648152.68
telangana,2024,2,warangal rural district,20819665,352137.23
telangana,2024,2,kumuram bheem asifabad district,11165212,154162.03
telangana,2024,2,nizamabad district,55212992,1059472.61
telangana,2024,2,adilabad district,16647447,258172.24
telangana,2024,2,rajanna sircilla district,18781952,332050.39
telangana,2024,2,nagarkurnool district,29289522,500203.57
telangana,2024,2,peddapalle district,33600356,507586.85
telangana,2024,2,nirmal district,19878101,383270.22
telangana,2024,2,mahabubabad district,21247587,338735.21
telangana,2024,2,sangareddy district,119607178,1627840.33
telangana,2024,2,wanaparthy district,16222901,269724.54
telangana,2024,2,vikarabad district,26102003,384930.3
telangana,2024,2,jagtial district,28663926,570552.2
telangana,2024,2,yadadri bhuvanagiri district,37383427,616038.59
telangana,2024,2,medak district,22931871,349242.17
telangana,2024,2,mahbubnagar district,36984841,560623.88
telangana,2024,2,jaya shankar bhalupally district,13426189,215596.52
telangana,2024,2,warangal urban district,77539345,1231245.65
telangana,2024,2,rangareddy district,539561247,7075663.17
telangana,2024,2,hyderabad district,435136278,5509182.09
telangana,2024,2,suryapet district,38887536,678584.37
telangana,2024,2,jogulamba gadwal district,17549358,297335.8
telangana,2024,2,kamareddy district,25979990,445222.87
telangana,2024,2,mulugu district,8469924,143661.83
telangana,2024,2,medchal malkajgiri district,416369023,5328899.76
telangana,2024,2,karimnagar district,52574495,870416.71
telangana,2024,2,mancherial district,35496880,541216.38
telangana,2024,2,siddipet district,44012926,745502.72
telangana,2024,2,khammam district,57417922,932339.98
tripura,2018,1,unakoti district,5068,43.5
tripura,2018,1,khowai district,8838,72.42
tripura,2018,1,sepahijala district,14107,132.25
tripura,2018,1,north tripura district,9915,108.69
tripura,2018,1,dhalai district,9195,88.12
tripura,2018,1,south tripura district,18338,137.85
tripura,2018,1,gomati district,12229,112.77
tripura,2018,1,west tripura district,70467,684.18
tripura,2018,2,unakoti district,9198,69.23
tripura,2018,2,khowai district,11440,123.39
tripura,2018,2,sepahijala district,18815,236.14
tripura,2018,2,north tripura district,13859,160.16
tripura,2018,2,dhalai district,14563,152.83
tripura,2018,2,south tripura district,22366,189.77
tripura,2018,2,gomati district,16000,159.56
tripura,2018,2,west tripura district,108318,1277.84
tripura,2018,3,unakoti district,29360,196.43
tripura,2018,3,khowai district,14941,215.49
tripura,2018,3,sepahijala district,33646,397.79
tripura,2018,3,north tripura district,25747,301.57
tripura,2018,3,dhalai district,22350,313.32
tripura,2018,3,south tripura district,49250,456.13
tripura,2018,3,gomati district,34380,362.59
tripura,2018,3,west tripura district,168029,2295.31
tripura,2018,4,unakoti district,22714,181.2
tripura,2018,4,khowai district,26880,337.19
tripura,2018,4,sepahijala district,53688,628.52
tripura,2018,4,north tripura district,34385,440.32
tripura,2018,4,dhalai district,28775,464.29
tripura,2018,4,south tripura district,49820,660.96
tripura,2018,4,gomati district,38970,485.24
tripura,2018,4,west tripura district,192827,3051.13
tripura,2019,1,unakoti district,24562,287.9
tripura,2019,1,khowai district,36291,410.98
tripura,2019,1,sepahijala district,65545,797.51
tripura,2019,1,north tripura district,35513,533.6
tripura,2019,1,dhalai district,33295,571.07
tripura,2019,1,south tripura district,64445,782.4
tripura,2019,1,gomati district,51994,622.48
tripura,2019,1,west tripura district,269281,3563.02
tripura,2019,2,unakoti district,20264,299.43
tripura,2019,2,khowai district,27357,395.95
tripura,2019,2,sepahijala district,51675,918.02
tripura,2019,2,north tripura district,34750,572.54
tripura,2019,2,dhalai district,35446,571.68
tripura,2019,2,south tripura district,58687,936.58
tripura,2019,2,gomati district,44671,722.34
tripura,2019,2,west tripura district,259708,4001.69
tripura,2019,3,unakoti district,24817,376.01
tripura,2019,3,khowai district,31061,482.67
tripura,2019,3,sepahijala district,64021,1007.7
tripura,2019,3,north tripura district,49503,710.78
tripura,2019,3,dhalai district,44468,713.46
tripura,2019,3,south tripura district,66682,992.91
tripura,2019,3,gomati district,60249,873.65
tripura,2019,3,west tripura district,370916,5016.59
tripura,2019,4,unakoti district,35536,540.63
tripura,2019,4,khowai district,35979,559.54
tripura,2019,4,sepahijala district,73165,1266.08
tripura,2019,4,north tripura district,61226,903.62
tripura,2019,4,dhalai district,52188,799.88
tripura,2019,4,south tripura district,76273,1151.17
tripura,2019,4,gomati district,72919,1073.73
tripura,2019,4,west tripura district,394538,5859.34
tripura,2020,1,unakoti district,37292,656.29
tripura,2020,1,khowai district,43027,733.77
tripura,2020,1,sepahijala district,82186,1533.02
tripura,2020,1,north tripura district,71460,1099.76
tripura,2020,1,dhalai district,61425,994.11
tripura,2020,1,south tripura district,89869,1550.03
tripura,2020,1,gomati district,77355,1362.19
tripura,2020,1,west tripura district,461888,7958.61
tripura,2020,2,unakoti district,51385,780.88
tripura,2020,2,khowai district,57871,871.08
tripura,2020,2,sepahijala district,113723,1894.46
tripura,2020,2,north tripura district,101129,1427.93
tripura,2020,2,dhalai district,91473,1397.6
tripura,2020,2,south tripura district,120386,2090.28
tripura,2020,2,gomati district,94532,1432.72
tripura,2020,2,west tripura district,422021,7796.8
tripura,2020,3,unakoti district,63441,1189.58
tripura,2020,3,khowai district,72823,1297.61
tripura,2020,3,sepahijala district,144693,2693.5
tripura,2020,3,north tripura district,126884,2079.65
tripura,2020,3,dhalai district,114616,1924.04
tripura,2020,3,south tripura district,151881,2708.7
tripura,2020,3,gomati district,121329,2147.86
tripura,2020,3,west tripura district,522218,9377.26
tripura,2020,4,unakoti district,77102,1562.26
tripura,2020,4,khowai district,83899,1566.14
tripura,2020,4,sepahijala district,165182,3368.35
tripura,2020,4,north tripura district,164023,3077.33
tripura,2020,4,dhalai district,137188,2662.53
tripura,2020,4,south tripura district,182583,3472.32
tripura,2020,4,gomati district,149404,2916.93
tripura,2020,4,west tripura district,692509,13195.46
tripura,2021,1,unakoti district,68925,1612.56
tripura,2021,1,khowai district,71155,1609.06
tripura,2021,1,sepahijala district,141426,3655.25
tripura,2021,1,north tripura district,143060,3180.75
tripura,2021,1,dhalai district,116945,2740.8
tripura,2021,1,south tripura district,150265,3576.44
tripura,2021,1,gomati district,127271,2958.15
tripura,2021,1,west tripura district,692376,14020.4
tripura,2021,2,unakoti district,88092,1741.71
tripura,2021,2,khowai district,81845,1642.66
tripura,2021,2,sepahijala district,166437,3613.58
tripura,2021,2,north tripura district,176067,3511.56
tripura,2021,2,dhalai district,138998,2785.86
tripura,2021,2,south tripura district,171713,3659.36
tripura,2021,2,gomati district,148554,3096.1
tripura,2021,2,west tripura district,772723,14630.71
tripura,2021,3,unakoti district,105296,2286.25
tripura,2021,3,khowai district,89061,1819.0
tripura,2021,3,sepahijala district,195392,4475.82
tripura,2021,3,north tripura district,210698,4541.17
tripura,2021,3,dhalai district,167446,3689.06
tripura,2021,3,south tripura district,186827,4145.57
tripura,2021,3,gomati district,166441,3729.82
tripura,2021,3,west tripura district,960039,18954.65
tripura,2021,4,unakoti district,130201,2894.85
tripura,2021,4,khowai district,111589,2548.08
tripura,2021,4,sepahijala district,233920,5704.21
tripura,2021,4,north tripura district,255959,5900.89
tripura,2021,4,dhalai district,194907,4480.39
tripura,2021,4,south tripura district,219422,5607.35
tripura,2021,4,gomati district,200196,4544.93
tripura,2021,4,west tripura district,1174499,23288.59
tripura,2022,1,unakoti district,148265,3494.76
tripura,2022,1,khowai district,124989,2896.53
tripura,2022,1,sepahijala district,257586,6363.88
tripura,2022,1,north tripura district,310764,6997.78
tripura,2022,1,dhalai district,216216,5017.59
tripura,2022,1,south tripura district,242720,6327.38
tripura,2022,1,gomati district,230019,5173.68
tripura,2022,1,west tripura district,1340631,26201.7
tripura,2022,2,unakoti district,168534,3802.46
tripura,2022,2,khowai district,147470,3146.64
tripura,2022,2,sepahijala district,301211,7030.75
tripura,2022,2,north tripura district,347933,7456.16
tripura,2022,2,dhalai district,258585,5459.0
tripura,2022,2,south tripura district,270412,6498.1
tripura,2022,2,gomati district,269581,5818.86
tripura,2022,2,west tripura district,1654938,29570.75
tripura,2022,3,unakoti district,179593,4063.86
tripura,2022,3,khowai district,164425,3632.63
tripura,2022,3,sepahijala district,358452,8187.57
tripura,2022,3,north tripura district,400198,8299.09
tripura,2022,3,dhalai district,287101,6182.08
tripura,2022,3,south tripura district,286379,6825.22
tripura,2022,3,gomati district,294377,6121.83
tripura,2022,3,west tripura district,2286054,43171.23
tripura,2022,4,unakoti district,292384,6532.55
tripura,2022,4,khowai district,172992,3746.19
tripura,2022,4,sepahijala district,352709,7849.54
tripura,2022,4,north tripura district,460914,9407.49
tripura,2022,4,dhalai district,289984,5921.26
tripura,2022,4,south tripura district,318517,7434.3
tripura,2022,4,gomati district,303790,6062.46
tripura,2022,4,west tripura district,3006900,57575.93
tripura,2023,1,unakoti district,402005,7920.58
tripura,2023,1,khowai district,338828,7134.28
tripura,2023,1,sepahijala district,638722,13380.75
tripura,2023,1,north tripura district,871256,16873.33
tripura,2023,1,dhalai district,562193,11262.57
tripura,2023,1,south tripura district,608810,13759.21
tripura,2023,1,gomati district,562299,11281.69
tripura,2023,1,west tripura district,3134574,51270.43
tripura,2023,2,unakoti district,461521,8312.27
tripura,2023,2,khowai district,352685,6769.1
tripura,2023,2,sepahijala district,701484,14349.21
tripura,2023,2,north tripura district,999059,17754.63
tripura,2023,2,dhalai district,619543,11151.12
tripura,2023,2,south tripura district,670283,13639.24
tripura,2023,2,gomati district,620180,11218.16
tripura,2023,2,west tripura district,3504788,55997.57
tripura,2023,3,unakoti district,520535,9208.58
tripura,2023,3,khowai district,387244,7416.71
tripura,2023,3,sepahijala district,785302,15449.15
tripura,2023,3,north tripura district,1152369,20004.73
tripura,2023,3,dhalai district,710839,12529.28
tripura,2023,3,south tripura district,733436,14118.26
tripura,2023,3,gomati district,679723,12170.34
tripura,2023,3,west tripura district,4139314,61595.18
tripura,2023,4,unakoti district,586144,9708.72
tripura,2023,4,khowai district,441339,8047.07
tripura,2023,4,sepahijala district,849428,17259.49
tripura,2023,4,north tripura district,1337292,22827.31
tripura,2023,4,dhalai district,788225,13464.5
tripura,2023,4,south tripura district,851971,15995.46
tripura,2023,4,gomati district,763260,13205.12
tripura,2023,4,west tripura district,4523251,67691.3
tripura,2024,1,unakoti district,650681,10052.67
tripura,2024,1,khowai district,497234,8561.13
tripura,2024,1,sepahijala district,923724,18023.74
tripura,2024,1,north tripura district,1501227,25250.21
tripura,2024,1,dhalai district,863498,14372.34
tripura,2024,1,south tripura district,971876,18136.39
tripura,2024,1,gomati district,823583,14068.11
tripura,2024,1,west tripura district,4810816,69057.32
tripura,2024,2,unakoti district,771035,9972.26
tripura,2024,2,khowai district,598608,8695.21
tripura,2024,2,sepahijala district,1070734,18201.48
tripura,2024,2,north tripura district,1744430,24125.06
tripura,2024,2,dhalai district,1020940,14439.09
tripura,2024,2,south tripura district,1121377,18252.43
tripura,2024,2,gomati district,982109,14535.09
tripura,2024,2,west tripura district,5478314,73153.7
uttar-pradesh,2018,1,amethi district,96408,865.35
uttar-pradesh,2018,1,siddharthnagar district,76809,959.35
uttar-pradesh,2018,1,auraiya district,65304,619.22
uttar-pradesh,2018,1,sambhal district,53722,619.75
uttar-pradesh,2018,1,kanpur nagar district,493390,5502.99
uttar-pradesh,2018,1,aligarh district,194881,2270.56
uttar-pradesh,2018,1,mahoba district,36881,301.14
uttar-pradesh,2018,1,lucknow district,949749,12718.49
uttar-pradesh,2018,1,sant kabeer nagar district,57222,591.26
uttar-pradesh,2018,1,hathras district,51845,511.53
uttar-pradesh,2018,1,budaun district,63143,505.82
uttar-pradesh,2018,1,moradabad district,144223,2141.41
uttar-pradesh,2018,1,kushinagar district,216583,2203.48
uttar-pradesh,2018,1,baghpat district,57482,820.63
uttar-pradesh,2018,1,shahjahanpur district,106997,808.44
uttar-pradesh,2018,1,muzaffarnagar district,141166,1746.88
uttar-pradesh,2018,1,ambedkar nagar district,116711,888.19
uttar-pradesh,2018,1,bahraich district,74017,667.21
uttar-pradesh,2018,1,jalaun district,90820,634.97
uttar-pradesh,2018,1,rampur district,89298,678.97
uttar-pradesh,2018,1,ballia district,153366,1795.89
uttar-pradesh,2018,1,shravasti district,17420,177.7
uttar-pradesh,2018,1,kasganj district,40039,362.39
uttar-pradesh,2018,1,varanasi district,573338,5349.3
uttar-pradesh,2018,1,gautam buddha nagar district,1387567,20657.04
uttar-pradesh,2018,1,basti district,104079,973.9
uttar-pradesh,2018,1,shamli district,50512,629.56
uttar-pradesh,2018,1,maharajganj district,105577,1200.97
uttar-pradesh,2018,1,etawah district,67994,714.1
uttar-pradesh,2018,1,etah district,41571,467.49
uttar-pradesh,2018,1,banda district,50935,441.5
uttar-pradesh,2018,1,bijnor district,142321,1659.48
uttar-pradesh,2018,1,hardoi district,97252,778.98
uttar-pradesh,2018,1,balrampur district,32628,466.01
uttar-pradesh,2018,1,amroha district,72415,765.24
uttar-pradesh,2018,1,pilibhit district,83803,597.44
uttar-pradesh,2018,1,mainpuri district,66092,486.46
uttar-pradesh,2018,1,kanpur dehat district,51507,437.33
uttar-pradesh,2018,1,jaunpur district,236534,2196.21
uttar-pradesh,2018,1,kaushambi district,37326,286.68
uttar-pradesh,2018,1,hapur district,87259,1083.54
uttar-pradesh,2018,1,hamirpur district,60464,340.58
uttar-pradesh,2018,1,meerut district,267015,3457.45
uttar-pradesh,2018,1,mathura district,161451,1905.49
uttar-pradesh,2018,1,chitrakoot district,28904,258.21
uttar-pradesh,2018,1,lalitpur district,56296,442.88
uttar-pradesh,2018,1,mau district,99946,874.74
uttar-pradesh,2018,1,mirzapur district,110239,904.91
uttar-pradesh,2018,1,bulandshahr district,140393,1604.68
uttar-pradesh,2018,1,gonda district,101085,1068.27
uttar-pradesh,2018,1,jhansi district,187592,1874.18
uttar-pradesh,2018,1,chandauli district,100454,887.29
uttar-pradesh,2018,1,bhadohi district,83213,732.58
uttar-pradesh,2018,1,pratapgarh district,118509,967.08
uttar-pradesh,2018,1,saharanpur district,201611,1902.43
uttar-pradesh,2018,1,bara banki district,111809,863.98
uttar-pradesh,2018,1,bareilly district,306561,2724.2
uttar-pradesh,2018,1,sitapur district,150536,902.93
uttar-pradesh,2018,1,sultanpur district,118235,1092.03
uttar-pradesh,2018,1,agra district,298049,3534.78
uttar-pradesh,2018,1,fatehpur district,74858,639.61
uttar-pradesh,2018,1,rae bareli district,91518,832.1
uttar-pradesh,2018,1,firozabad district,74687,804.97
uttar-pradesh,2018,1,kheri district,176154,1109.18
uttar-pradesh,2018,1,gorakhpur district,324943,3779.54
uttar-pradesh,2018,1,unnao district,83600,740.63
uttar-pradesh,2018,1,prayagraj district,628453,6529.88
uttar-pradesh,2018,1,sonbhadra district,133602,1457.96
uttar-pradesh,2018,1,ghazipur district,183645,1883.09
uttar-pradesh,2018,1,farrukhabad district,65940,572.0
uttar-pradesh,2018,1,kannauj district,61395,553.72
uttar-pradesh,2018,1,azamgarh district,195700,2026.34
uttar-pradesh,2018,1,ayodhya district,139126,1191.04
uttar-pradesh,2018,1,deoria district,174133,1893.1
uttar-pradesh,2018,1,ghaziabad district,751503,11465.04
uttar-pradesh,2018,2,amethi district,136709,1694.02
uttar-pradesh,2018,2,siddharthnagar district,130007,2888.64
uttar-pradesh,2018,2,auraiya district,92623,1279.92
uttar-pradesh,2018,2,sambhal district,79715,1096.11
uttar-pradesh,2018,2,kanpur nagar district,675908,9543.05
uttar-pradesh,2018,2,aligarh district,256395,3799.6
uttar-pradesh,2018,2,mahoba district,46294,561.65
uttar-pradesh,2018,2,lucknow district,1289613,21627.78
uttar-pradesh,2018,2,sant kabeer nagar district,93780,1567.37
uttar-pradesh,2018,2,hathras district,78576,887.78
uttar-pradesh,2018,2,budaun district,92156,978.24
uttar-pradesh,2018,2,moradabad district,197119,3308.17
uttar-pradesh,2018,2,kushinagar district,308705,4919.16
uttar-pradesh,2018,2,baghpat district,83877,1470.54
uttar-pradesh,2018,2,shahjahanpur district,138819,1328.85
uttar-pradesh,2018,2,muzaffarnagar district,185973,2943.03
uttar-pradesh,2018,2,ambedkar nagar district,174752,1813.34
uttar-pradesh,2018,2,bahraich district,114648,1401.82
uttar-pradesh,2018,2,jalaun district,121361,1252.79
uttar-pradesh,2018,2,rampur district,113190,1221.64
uttar-pradesh,2018,2,ballia district,227705,3855.89
uttar-pradesh,2018,2,shravasti district,26457,373.76
uttar-pradesh,2018,2,kasganj district,57342,699.51
uttar-pradesh,2018,2,varanasi district,836072,9566.26
uttar-pradesh,2018,2,gautam buddha nagar district,1942298,33989.84
uttar-pradesh,2018,2,basti district,165558,2496.32
uttar-pradesh,2018,2,shamli district,67533,1131.04
uttar-pradesh,2018,2,maharajganj district,197236,2682.35
uttar-pradesh,2018,2,etawah district,103672,1382.19
uttar-pradesh,2018,2,etah district,59628,909.49
uttar-pradesh,2018,2,banda district,65645,842.22
uttar-pradesh,2018,2,bijnor district,197427,2751.94
uttar-pradesh,2018,2,hardoi district,127915,1415.84
uttar-pradesh,2018,2,balrampur district,55757,1155.96
uttar-pradesh,2018,2,amroha district,88801,1334.53
uttar-pradesh,2018,2,pilibhit district,111003,1004.91
uttar-pradesh,2018,2,mainpuri district,102490,1066.94
uttar-pradesh,2018,2,kanpur dehat district,76224,902.34
uttar-pradesh,2018,2,jaunpur district,373996,5700.06
uttar-pradesh,2018,2,kaushambi district,49714,553.43
uttar-pradesh,2018,2,hapur district,116427,1829.11
uttar-pradesh,2018,2,hamirpur district,70112,736.8
uttar-pradesh,2018,2,meerut district,374625,6066.78
uttar-pradesh,2018,2,mathura district,222266,3563.24
uttar-pradesh,2018,2,chitrakoot district,40534,512.62
uttar-pradesh,2018,2,lalitpur district,70907,808.53
uttar-pradesh,2018,2,mau district,150163,1891.07
uttar-pradesh,2018,2,mirzapur district,159498,1733.09
uttar-pradesh,2018,2,bulandshahr district,189458,2749.74
uttar-pradesh,2018,2,gonda district,160168,2777.83
uttar-pradesh,2018,2,jhansi district,248296,3668.22
uttar-pradesh,2018,2,chandauli district,152763,1828.65
uttar-pradesh,2018,2,bhadohi district,116917,1502.64
uttar-pradesh,2018,2,pratapgarh district,190313,2086.83
uttar-pradesh,2018,2,saharanpur district,258898,3358.49
uttar-pradesh,2018,2,bara banki district,137482,1628.72
uttar-pradesh,2018,2,bareilly district,385460,4873.72
uttar-pradesh,2018,2,sitapur district,329672,1783.62
uttar-pradesh,2018,2,sultanpur district,168555,2337.13
uttar-pradesh,2018,2,agra district,401983,6371.65
uttar-pradesh,2018,2,fatehpur district,91877,1117.09
uttar-pradesh,2018,2,rae bareli district,127177,1583.05
uttar-pradesh,2018,2,firozabad district,114088,1601.38
uttar-pradesh,2018,2,kheri district,262715,1952.91
uttar-pradesh,2018,2,gorakhpur district,457691,7903.21
uttar-pradesh,2018,2,unnao district,118192,1322.28
uttar-pradesh,2018,2,prayagraj district,804712,11290.03
uttar-pradesh,2018,2,sonbhadra district,190270,2844.65
uttar-pradesh,2018,2,ghazipur district,278757,4081.23
uttar-pradesh,2018,2,farrukhabad district,89984,1087.24
uttar-pradesh,2018,2,kannauj district,87933,1011.5
uttar-pradesh,2018,2,azamgarh district,298664,4523.65
uttar-pradesh,2018,2,ayodhya district,198523,2350.47
uttar-pradesh,2018,2,deoria district,268761,4338.13
uttar-pradesh,2018,2,ghaziabad district,1034409,18688.38
uttar-pradesh,2018,3,amethi district,144079,2024.85
uttar-pradesh,2018,3,siddharthnagar district,148883,3392.37
uttar-pradesh,2018,3,auraiya district,145809,1822.07
uttar-pradesh,2018,3,sambhal district,78307,1339.58
uttar-pradesh,2018,3,kanpur nagar district,884952,13824.66
uttar-pradesh,2018,3,aligarh district,316159,5308.73
uttar-pradesh,2018,3,mahoba district,56821,840.96
uttar-pradesh,2018,3,lucknow district,1745149,31205.36
uttar-pradesh,2018,3,sant kabeer nagar district,100614,1899.49
uttar-pradesh,2018,3,hathras district,85558,1334.04
uttar-pradesh,2018,3,budaun district,105307,1444.02
uttar-pradesh,2018,3,moradabad district,231048,4550.37
uttar-pradesh,2018,3,kushinagar district,396083,6540.57
uttar-pradesh,2018,3,baghpat district,96977,1905.31
uttar-pradesh,2018,3,shahjahanpur district,151448,1931.73
uttar-pradesh,2018,3,muzaffarnagar district,229535,3832.82
uttar-pradesh,2018,3,ambedkar nagar district,264890,2699.43
uttar-pradesh,2018,3,bahraich district,128822,2004.37
uttar-pradesh,2018,3,jalaun district,142558,1693.6
uttar-pradesh,2018,3,rampur district,370270,2849.78
uttar-pradesh,2018,3,ballia district,259630,4535.63
uttar-pradesh,2018,3,shravasti district,29870,464.61
uttar-pradesh,2018,3,kasganj district,58678,941.17
uttar-pradesh,2018,3,varanasi district,3305134,23673.47
uttar-pradesh,2018,3,gautam buddha nagar district,3256802,48286.74
uttar-pradesh,2018,3,basti district,181572,3110.26
uttar-pradesh,2018,3,shamli district,78033,1439.16
