State,Year,Quarter,District,Count,Amount
assam,2023,2,kokrajhar district,2949625,57583.67
assam,2023,2,karbi anglong district,1815628,34514.64
assam,2023,2,sivasagar district,1832171,28024.02
assam,2023,2,dibrugarh district,4515459,63396.12
assam,2023,2,south salmara mancachar district,1921183,47814.01
assam,2023,2,nagaon district,8290774,159332.95
assam,2023,2,dhubri district,5998987,116521.62
assam,2023,2,golaghat district,2685300,43657.35
assam,2023,2,udalguri district,2017515,33690.67
assam,2023,2,majuli district,298852,4646.2
assam,2023,2,sonitpur district,6079471,91557.64
assam,2023,2,hojai district,2650538,45758.09
assam,2023,2,marigaon district,4122001,78317.47
assam,2023,2,chirang district,1562965,31177.26
assam,2023,2,cachar district,6593914,113044.11
assam,2023,2,nalbari district,2194760,40953.66
assam,2023,2,west karbi anglong district,321867,5432.69
assam,2023,2,dhemaji district,1933305,33852.91
assam,2023,2,karimganj district,3708403,77374.83
assam,2023,2,bongaigaon district,4272392,80155.08
assam,2023,2,dima hasao district,723783,14129.66
assam,2023,2,baksa district,2577080,52380.72
assam,2023,2,charaideo district,1046404,17487.96
assam,2023,2,darrang district,4517036,79435.02
assam,2023,2,kamrup metropolitan district,27633429,360665.26
assam,2023,2,hailakandi district,2438411,42199.16
assam,2023,2,barpeta district,10582441,205779.69
assam,2023,2,goalpara district,5347770,107558.8
assam,2023,2,biswanath district,1733270,27483.93
assam,2023,2,jorhat district,2997175,40144.51
assam,2023,3,tinsukia district,4565290,68208.26
assam,2023,3,lakhimpur district,3833961,50236.87
assam,2023,3,kamrup district,7313093,108001.14
assam,2023,3,kokrajhar district,3648008,61316.6
assam,2023,3,karbi anglong district,2100974,34284.33
assam,2023,3,sivasagar district,2269030,29969.06
assam,2023,3,dibrugarh district,5328549,68832.07
assam,2023,3,south salmara mancachar district,2368268,43422.93
assam,2023,3,nagaon district,9915879,162186.56
assam,2023,3,dhubri district,7727555,120383.53
assam,2023,3,golaghat district,3265899,46498.78
assam,2023,3,udalguri district,2471832,35402.29
assam,2023,3,majuli district,340706,4491.29
assam,2023,3,sonitpur district,7184992,95553.86
assam,2023,3,hojai district,3173826,46803.7
assam,2023,3,marigaon district,4800400,79007.28
assam,2023,3,chirang district,1922041,32000.95
assam,2023,3,cachar district,8139863,124759.88
assam,2023,3,nalbari district,2709875,42984.03
assam,2023,3,west karbi anglong district,382335,5416.18
assam,2023,3,dhemaji district,2320967,34786.58
assam,2023,3,karimganj district,4518671,83003.62
assam,2023,3,bongaigaon district,5223464,79924.93
assam,2023,3,dima hasao district,947489,17161.4
assam,2023,3,baksa district,3119967,53649.08
assam,2023,3,charaideo district,1270698,18526.94
assam,2023,3,darrang district,5522247,81318.13
assam,2023,3,kamrup metropolitan district,33252533,389694.48
assam,2023,3,hailakandi district,3011092,45605.24
assam,2023,3,barpeta district,12553937,195471.99
assam,2023,3,goalpara district,6726109,108952.84
assam,2023,3,biswanath district,2089534,28962.33
assam,2023,3,jorhat district,3556267,43762.98
assam,2023,4,tinsukia district,5189615,81840.84
assam,2023,4,lakhimpur district,4361637,57443.28
assam,2023,4,kamrup district,8424238,125067.56
assam,2023,4,kokrajhar district,4375333,73125.24
assam,2023,4,karbi anglong district,2384936,39788.67
assam,2023,4,sivasagar district,2477201,33028.35
assam,2023,4,dibrugarh district,5709873,74272.96
assam,2023,4,south salmara mancachar district,3369894,55703.8
assam,2023,4,nagaon district,11620054,190637.36
assam,2023,4,dhubri district,9754250,148837.05
assam,2023,4,golaghat district,3717221,52944.39
assam,2023,4,udalguri district,2834860,41792.65
assam,2023,4,majuli district,403623,5185.86
assam,2023,4,sonitpur district,8050113,107774.3
assam,2023,4,hojai district,3670224,53008.46
assam,2023,4,marigaon district,5808139,97054.03
assam,2023,4,chirang district,2347804,39826.79
assam,2023,4,cachar district,9259935,146115.71
assam,2023,4,nalbari district,3150608,49200.16
assam,2023,4,west karbi anglong district,446777,6371.87
assam,2023,4,dhemaji district,2640683,40116.63
assam,2023,4,karimganj district,5198477,96364.48
assam,2023,4,bongaigaon district,6225825,96409.84
assam,2023,4,dima hasao district,1098602,19683.22
assam,2023,4,baksa district,3620536,63837.87
assam,2023,4,charaideo district,1415059,21058.54
assam,2023,4,darrang district,6735425,105997.16
assam,2023,4,kamrup metropolitan district,35741066,420669.92
assam,2023,4,hailakandi district,3536974,58056.38
assam,2023,4,barpeta district,15365058,237678.53
assam,2023,4,goalpara district,8585082,136684.36
assam,2023,4,biswanath district,2448926,33096.27
assam,2023,4,jorhat district,3784109,47363.82
assam,2024,1,tinsukia district,5550247,86442.52
assam,2024,1,lakhimpur district,4902457,63188.82
assam,2024,1,kamrup district,9838598,146901.14
assam,2024,1,kokrajhar district,5186611,82903.2
assam,2024,1,karbi anglong district,2642472,42191.3
assam,2024,1,sivasagar district,2717687,35258.65
assam,2024,1,dibrugarh district,5918526,75696.87
assam,2024,1,south salmara mancachar district,4422302,72813.82
assam,2024,1,nagaon district,13867011,222000.39
assam,2024,1,dhubri district,12272788,179333.01
assam,2024,1,golaghat district,4174420,58499.84
assam,2024,1,udalguri district,3174551,45930.24
assam,2024,1,majuli district,431401,5599.95
assam,2024,1,sonitpur district,8762274,115433.69
assam,2024,1,hojai district,4225108,61435.21
assam,2024,1,marigaon district,6801169,107147.31
assam,2024,1,chirang district,2783695,46617.72
assam,2024,1,cachar district,10515083,159183.44
assam,2024,1,nalbari district,3456500,54149.53
assam,2024,1,west karbi anglong district,486912,6876.92
assam,2024,1,dhemaji district,2923070,44181.26
assam,2024,1,karimganj district,6276788,112110.72
assam,2024,1,bongaigaon district,7673311,117571.83
assam,2024,1,dima hasao district,1220165,19456.54
assam,2024,1,baksa district,4160930,71363.8
assam,2024,1,charaideo district,1530590,21224.02
assam,2024,1,darrang district,8045981,124140.85
assam,2024,1,kamrup metropolitan district,37451157,430941.34
assam,2024,1,hailakandi district,4160640,61615.16
assam,2024,1,barpeta district,18751526,293251.7
assam,2024,1,goalpara district,10539700,166067.52
assam,2024,1,biswanath district,2719000,34177.57
assam,2024,1,jorhat district,3942386,48133.19
assam,2024,2,tinsukia district,6547090,86806.72
assam,2024,2,lakhimpur district,6225019,69139.14
assam,2024,2,kamrup district,12002142,158017.77
assam,2024,2,kokrajhar district,6522562,89724.25
assam,2024,2,karbi anglong district,3511460,45764.36
assam,2024,2,sivasagar district,3416984,35745.26
assam,2024,2,dibrugarh district,7262477,82679.77
assam,2024,2,south salmara mancachar district,5326681,79081.69
assam,2024,2,nagaon district,18004768,243479.12
assam,2024,2,dhubri district,15564143,199321.9
assam,2024,2,golaghat district,5287051,62079.1
assam,2024,2,udalguri district,3905844,49810.24
assam,2024,2,majuli district,518746,5553.4
assam,2024,2,sonitpur district,10836139,127668.48
assam,2024,2,hojai district,5403961,68693.19
assam,2024,2,marigaon district,8572362,117587.61
assam,2024,2,chirang district,3653887,53417.15
assam,2024,2,cachar district,12374786,160875.47
assam,2024,2,nalbari district,4279491,59785.64
assam,2024,2,west karbi anglong district,642503,7152.96
assam,2024,2,dhemaji district,3683981,47791.17
assam,2024,2,karimganj district,7315992,111622.1
assam,2024,2,bongaigaon district,10017791,133205.63
assam,2024,2,dima hasao district,1555233,20452.01
assam,2024,2,baksa district,5003508,73298.25
assam,2024,2,charaideo district,2089216,22692.4
assam,2024,2,darrang district,9728645,137034.25
assam,2024,2,kamrup metropolitan district,42068413,449510.45
assam,2024,2,hailakandi district,4834851,59946.39
assam,2024,2,barpeta district,23894445,323819.46
assam,2024,2,goalpara district,12804082,181355.38
assam,2024,2,biswanath district,3687118,37618.13
assam,2024,2,jorhat district,4785716,52357.87
bihar,2018,1,madhepura district,79822,850.74
bihar,2018,1,purnia district,132262,1399.47
bihar,2018,1,nalanda district,208901,1906.13
bihar,2018,1,buxar district,61490,569.87
bihar,2018,1,darbhanga district,217364,2246.28
bihar,2018,1,nawada district,78480,811.62
bihar,2018,1,jamui district,48226,445.66
bihar,2018,1,sheikhpura district,20728,236.3
bihar,2018,1,siwan district,129094,1692.29
bihar,2018,1,muzaffarpur district,388401,3947.17
bihar,2018,1,patna district,1197281,12824.92
bihar,2018,1,jehanabad district,52401,472.75
bihar,2018,1,rohtas district,201231,1813.79
bihar,2018,1,begusarai district,134911,1302.66
bihar,2018,1,supaul district,85807,713.13
bihar,2018,1,sitamarhi district,145625,1622.82
bihar,2018,1,saran district,149786,1718.4
bihar,2018,1,arwal district,31620,275.49
bihar,2018,1,vaishali district,201678,2117.95
bihar,2018,1,pashchim champaran district,215866,2361.9
bihar,2018,1,gopalganj district,107134,1410.71
bihar,2018,1,lakhisarai district,42937,436.12
bihar,2018,1,aurangabad district,114354,1147.38
bihar,2018,1,kaimur bhabua district,64493,701.1
bihar,2018,1,araria district,81597,951.84
bihar,2018,1,munger district,64639,644.56
bihar,2018,1,katihar district,138075,1297.02
bihar,2018,1,khagaria district,65892,719.56
bihar,2018,1,saharsa district,88087,820.39
bihar,2018,1,bhagalpur district,174456,1729.06
bihar,2018,1,madhubani district,173946,2030.81
bihar,2018,1,kishanganj district,38179,458.81
bihar,2018,1,gaya district,231873,2274.7
bihar,2018,1,samastipur district,222241,2136.34
bihar,2018,1,banka district,39192,326.24
bihar,2018,1,purbi champaran district,254643,2641.93
bihar,2018,1,sheohar district,25700,221.84
bihar,2018,1,bhojpur district,115890,1179.86
bihar,2018,2,madhepura district,128793,2576.66
bihar,2018,2,purnia district,200492,3412.88
bihar,2018,2,nalanda district,306468,3681.56
bihar,2018,2,buxar district,95499,1213.7
bihar,2018,2,darbhanga district,322140,5695.73
bihar,2018,2,nawada district,117582,1718.77
bihar,2018,2,jamui district,73817,1055.08
bihar,2018,2,sheikhpura district,30292,434.96
bihar,2018,2,siwan district,216997,4498.88
bihar,2018,2,muzaffarpur district,554675,8412.76
bihar,2018,2,patna district,1650942,23288.39
bihar,2018,2,jehanabad district,76302,940.31
bihar,2018,2,rohtas district,281535,3648.9
bihar,2018,2,begusarai district,200949,2764.62
bihar,2018,2,supaul district,120248,2075.88
bihar,2018,2,sitamarhi district,207834,3275.56
bihar,2018,2,saran district,261588,4742.15
bihar,2018,2,arwal district,41799,519.24
bihar,2018,2,vaishali district,316405,4710.71
bihar,2018,2,pashchim champaran district,305553,5423.8
bihar,2018,2,gopalganj district,176783,3611.56
bihar,2018,2,lakhisarai district,63428,798.12
bihar,2018,2,aurangabad district,166360,2426.95
bihar,2018,2,kaimur bhabua district,95278,1331.56
bihar,2018,2,araria district,144230,3404.0
bihar,2018,2,munger district,104641,1356.54
bihar,2018,2,katihar district,218980,3639.89
bihar,2018,2,khagaria district,107663,1718.33
bihar,2018,2,saharsa district,137218,2284.22
bihar,2018,2,bhagalpur district,265147,3739.12
bihar,2018,2,madhubani district,286112,5548.29
bihar,2018,2,kishanganj district,68492,1378.67
bihar,2018,2,gaya district,324390,4380.42
bihar,2018,2,samastipur district,316985,5025.83
bihar,2018,2,banka district,62184,715.8
bihar,2018,2,purbi champaran district,373033,6504.53
bihar,2018,2,sheohar district,31877,497.71
bihar,2018,2,bhojpur district,179667,2609.22
bihar,2018,3,madhepura district,149943,3366.38
bihar,2018,3,purnia district,254555,4894.79
bihar,2018,3,nalanda district,896006,7682.04
bihar,2018,3,buxar district,141186,1881.37
bihar,2018,3,darbhanga district,413648,7644.67
bihar,2018,3,nawada district,209878,2898.02
bihar,2018,3,jamui district,104140,1526.52
bihar,2018,3,sheikhpura district,37393,563.74
bihar,2018,3,siwan district,272311,5381.77
bihar,2018,3,muzaffarpur district,959708,12654.58
bihar,2018,3,patna district,3360157,38731.42
bihar,2018,3,jehanabad district,158009,1542.64
bihar,2018,3,rohtas district,701262,6688.07
bihar,2018,3,begusarai district,226986,3685.22
bihar,2018,3,supaul district,165526,2726.59
bihar,2018,3,sitamarhi district,266426,4798.57
bihar,2018,3,saran district,366520,6369.34
bihar,2018,3,arwal district,78393,929.38
bihar,2018,3,vaishali district,427385,6603.14
bihar,2018,3,pashchim champaran district,427544,7788.44
bihar,2018,3,gopalganj district,218210,4224.99
bihar,2018,3,lakhisarai district,129690,1361.16
bihar,2018,3,aurangabad district,269704,3540.56
bihar,2018,3,kaimur bhabua district,128090,1802.51
bihar,2018,3,araria district,167608,4284.51
bihar,2018,3,munger district,136515,1866.91
bihar,2018,3,katihar district,252857,5131.32
bihar,2018,3,khagaria district,145602,2452.68
bihar,2018,3,saharsa district,185665,3344.45
bihar,2018,3,bhagalpur district,422204,5796.15
bihar,2018,3,madhubani district,353968,6818.84
bihar,2018,3,kishanganj district,94729,2320.08
bihar,2018,3,gaya district,919453,8939.29
bihar,2018,3,samastipur district,400049,6600.93
bihar,2018,3,banka district,86362,1019.93
bihar,2018,3,purbi champaran district,544285,9214.47
bihar,2018,3,sheohar district,43723,795.8
bihar,2018,3,bhojpur district,252114,3486.76
bihar,2018,4,madhepura district,206209,4826.49
bihar,2018,4,purnia district,323276,7312.82
bihar,2018,4,nalanda district,666931,8461.45
bihar,2018,4,buxar district,166308,2817.23
bihar,2018,4,darbhanga district,515957,11427.07
bihar,2018,4,nawada district,225093,4176.22
bihar,2018,4,jamui district,156998,2673.18
bihar,2018,4,sheikhpura district,52160,943.54
bihar,2018,4,siwan district,366863,8130.62
bihar,2018,4,muzaffarpur district,886640,16825.72
bihar,2018,4,patna district,3256138,49072.67
bihar,2018,4,jehanabad district,176508,2167.71
bihar,2018,4,rohtas district,534230,8184.26
bihar,2018,4,begusarai district,326254,5700.39
bihar,2018,4,supaul district,207479,3935.1
bihar,2018,4,sitamarhi district,338316,6644.57
bihar,2018,4,saran district,495166,9768.28
bihar,2018,4,arwal district,94144,1284.52
bihar,2018,4,vaishali district,522642,9647.61
bihar,2018,4,pashchim champaran district,582470,12152.56
bihar,2018,4,gopalganj district,288486,6653.55
bihar,2018,4,lakhisarai district,115486,1817.35
bihar,2018,4,aurangabad district,345707,5352.17
bihar,2018,4,kaimur bhabua district,175587,2918.15
bihar,2018,4,araria district,224141,6434.58
bihar,2018,4,munger district,173044,2833.85
bihar,2018,4,katihar district,364308,7555.67
bihar,2018,4,khagaria district,175089,3369.2
bihar,2018,4,saharsa district,226972,5039.42
bihar,2018,4,bhagalpur district,460720,7704.62
bihar,2018,4,madhubani district,480479,10550.72
bihar,2018,4,kishanganj district,130169,3758.83
bihar,2018,4,gaya district,724866,10796.59
bihar,2018,4,samastipur district,529944,10200.03
bihar,2018,4,banka district,120661,1538.38
bihar,2018,4,purbi champaran district,732175,14585.72
bihar,2018,4,sheohar district,57310,1115.06
bihar,2018,4,bhojpur district,307475,5604.08
bihar,2019,1,madhepura district,264883,5762.54
bihar,2019,1,purnia district,432736,8802.89
bihar,2019,1,nalanda district,946010,10770.03
bihar,2019,1,buxar district,269395,4005.79
bihar,2019,1,darbhanga district,763583,14487.71
bihar,2019,1,nawada district,358636,5585.38
bihar,2019,1,jamui district,254802,3906.17
bihar,2019,1,sheikhpura district,84957,1282.66
bihar,2019,1,siwan district,551354,10220.02
bihar,2019,1,muzaffarpur district,1262299,20615.07
bihar,2019,1,patna district,7894598,112179.4
bihar,2019,1,jehanabad district,281786,3068.17
bihar,2019,1,rohtas district,879724,11042.3
bihar,2019,1,begusarai district,456148,6951.66
bihar,2019,1,supaul district,291495,5516.17
bihar,2019,1,sitamarhi district,511026,8301.62
bihar,2019,1,saran district,688941,11943.23
bihar,2019,1,arwal district,166197,1819.52
bihar,2019,1,vaishali district,749004,11749.51
bihar,2019,1,pashchim champaran district,938338,16273.4
bihar,2019,1,gopalganj district,436537,8401.04
bihar,2019,1,lakhisarai district,172050,2491.04
bihar,2019,1,aurangabad district,568106,8216.09
bihar,2019,1,kaimur bhabua district,286810,4194.88
bihar,2019,1,araria district,303436,7711.82
