State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
rajasthan,2021,3,Others,815568,5243.29
rajasthan,2021,4,Merchant payments,221774624,1519679.69
rajasthan,2021,4,Peer-to-peer payments,212937264,7182153.27
rajasthan,2021,4,Recharge & bill payments,51610607,328311.63
rajasthan,2021,4,Financial Services,265091,2631.81
rajasthan,2021,4,Others,1034011,6567.78
rajasthan,2022,1,Merchant payments,267467038,1711821.13
rajasthan,2022,1,Peer-to-peer payments,241739380,8145254.36
rajasthan,2022,1,Recharge & bill payments,54555117,355428.82
rajasthan,2022,1,Financial Services,244029,2433.41
rajasthan,2022,1,Others,956656,5564.1
rajasthan,2022,2,Merchant payments,336900860,2082389.45
rajasthan,2022,2,Peer-to-peer payments,263380560,9056410.41
rajasthan,2022,2,Recharge & bill payments,59879660,383256.78
rajasthan,2022,2,Financial Services,170705,1753.99
rajasthan,2022,2,Others,838365,4524.55
rajasthan,2022,3,Merchant payments,398104319,2306097.02
rajasthan,2022,3,Peer-to-peer payments,299383118,9612093.77
rajasthan,2022,3,Recharge & bill payments,69118763,460003.91
rajasthan,2022,3,Financial Services,215235,2202.72
rajasthan,2022,3,Others,719925,4495.15
rajasthan,2022,4,Merchant payments,457778005,2751949.7
rajasthan,2022,4,Peer-to-peer payments,334316758,11303807.21
rajasthan,2022,4,Recharge & bill payments,72510470,506099.89
rajasthan,2022,4,Financial Services,244442,2706.59
rajasthan,2022,4,Others,725173,5003.61
rajasthan,2023,1,Merchant payments,484552414,2766931.32
rajasthan,2023,1,Peer-to-peer payments,353301155,12168642.33
rajasthan,2023,1,Recharge & bill payments,82232131,605831.1
rajasthan,2023,1,Financial Services,259195,2744.51
rajasthan,2023,1,Others,751791,4984.5
rajasthan,2023,2,Merchant payments,592487449,3104877.88
rajasthan,2023,2,Peer-to-peer payments,389865502,13214572.35
rajasthan,2023,2,Recharge & bill payments,90082184,657206.09
rajasthan,2023,2,Financial Services,289948,3288.05
rajasthan,2023,2,Others,734255,4611.49
rajasthan,2023,3,Merchant payments,704324393,3417999.36
rajasthan,2023,3,Peer-to-peer payments,438800339,13859768.69
rajasthan,2023,3,Recharge & bill payments,93085762,715406.58
rajasthan,2023,3,Financial Services,359675,4840.02
rajasthan,2023,3,Others,661998,4239.78
rajasthan,2023,4,Merchant payments,766981185,3968731.1
rajasthan,2023,4,Peer-to-peer payments,484250991,15871571.18
rajasthan,2023,4,Recharge & bill payments,97092812,813482.44
rajasthan,2023,4,Financial Services,443168,5703.85
rajasthan,2023,4,Others,703998,4307.5
rajasthan,2024,1,Merchant payments,919893321,4619763.03
rajasthan,2024,1,Peer-to-peer payments,566762679,17972493.94
rajasthan,2024,1,Recharge & bill payments,111655206,900330.46
rajasthan,2024,1,Financial Services,475140,7705.85
rajasthan,2024,1,Others,687661,4708.46
rajasthan,2024,2,Merchant payments,1096672010,5232823.12
rajasthan,2024,2,Peer-to-peer payments,603947443,18796434.38
rajasthan,2024,2,Recharge & bill payments,116905611,926753.47
rajasthan,2024,2,Financial Services,580197,9005.17
rajasthan,2024,2,Others,749845,5929.24
sikkim,2018,1,Recharge & bill payments,26965,48.24
sikkim,2018,1,Peer-to-peer payments,13559,563.35
sikkim,2018,1,Merchant payments,1349,16.78
sikkim,2018,1,Financial Services,608,0.87
sikkim,2018,1,Others,1597,17.28
sikkim,2018,2,Recharge & bill payments,45435,94.66
sikkim,2018,2,Peer-to-peer payments,24237,1270.52
sikkim,2018,2,Merchant payments,2556,47.13
sikkim,2018,2,Financial Services,562,2.18
sikkim,2018,2,Others,1788,22.44
sikkim,2018,3,Recharge & bill payments,58421,122.22
sikkim,2018,3,Peer-to-peer payments,43195,2155.47
sikkim,2018,3,Merchant payments,4521,53.22
sikkim,2018,3,Financial Services,562,2.62
sikkim,2018,3,Others,1801,17.27
sikkim,2018,4,Recharge & bill payments,79232,167.14
sikkim,2018,4,Peer-to-peer payments,65451,3512.53
sikkim,2018,4,Merchant payments,7452,126.38
sikkim,2018,4,Financial Services,717,5.96
sikkim,2018,4,Others,1681,19.4
sikkim,2019,1,Peer-to-peer payments,121984,4229.88
sikkim,2019,1,Recharge & bill payments,96878,207.12
sikkim,2019,1,Merchant payments,18346,118.37
sikkim,2019,1,Financial Services,1225,1.92
sikkim,2019,1,Others,1854,22.65
sikkim,2019,2,Peer-to-peer payments,172125,6740.44
sikkim,2019,2,Recharge & bill payments,142582,325.35
sikkim,2019,2,Merchant payments,66722,282.48
sikkim,2019,2,Financial Services,2294,3.1
sikkim,2019,2,Others,4521,37.56
sikkim,2019,3,Peer-to-peer payments,203052,7942.36
sikkim,2019,3,Merchant payments,188753,523.37
sikkim,2019,3,Recharge & bill payments,156125,339.22
sikkim,2019,3,Financial Services,288,5.48
sikkim,2019,3,Others,4218,36.73
sikkim,2019,4,Peer-to-peer payments,508471,10864.57
sikkim,2019,4,Recharge & bill payments,181287,427.06
sikkim,2019,4,Merchant payments,73992,439.55
sikkim,2019,4,Financial Services,373,4.94
sikkim,2019,4,Others,2947,28.98
sikkim,2020,1,Peer-to-peer payments,230413,9547.65
sikkim,2020,1,Recharge & bill payments,215586,535.89
sikkim,2020,1,Merchant payments,79881,432.02
sikkim,2020,1,Financial Services,345,1.76
sikkim,2020,1,Others,1893,17.45
sikkim,2020,2,Recharge & bill payments,297620,783.97
sikkim,2020,2,Peer-to-peer payments,186495,9399.0
sikkim,2020,2,Merchant payments,31442,343.85
sikkim,2020,2,Financial Services,883,10.0
sikkim,2020,2,Others,1291,9.37
sikkim,2020,3,Recharge & bill payments,298885,838.95
sikkim,2020,3,Peer-to-peer payments,245087,12555.21
sikkim,2020,3,Merchant payments,49299,583.37
sikkim,2020,3,Financial Services,1252,17.95
sikkim,2020,3,Others,1912,13.78
sikkim,2020,4,Peer-to-peer payments,334069,17117.3
sikkim,2020,4,Recharge & bill payments,301382,901.69
sikkim,2020,4,Merchant payments,95503,1124.78
sikkim,2020,4,Financial Services,1427,23.61
sikkim,2020,4,Others,2654,25.38
sikkim,2021,1,Peer-to-peer payments,403703,19654.93
sikkim,2021,1,Recharge & bill payments,279679,931.74
sikkim,2021,1,Merchant payments,112925,1541.83
sikkim,2021,1,Financial Services,1844,30.28
sikkim,2021,1,Others,2038,17.9
sikkim,2021,2,Peer-to-peer payments,473141,21257.58
sikkim,2021,2,Recharge & bill payments,345495,1038.47
sikkim,2021,2,Merchant payments,153671,1904.73
sikkim,2021,2,Financial Services,1865,28.52
sikkim,2021,2,Others,2542,19.7
sikkim,2021,3,Peer-to-peer payments,595826,25820.75
sikkim,2021,3,Recharge & bill payments,346173,1116.14
sikkim,2021,3,Merchant payments,213808,2907.33
sikkim,2021,3,Financial Services,1689,26.25
sikkim,2021,3,Others,3098,22.91
sikkim,2021,4,Peer-to-peer payments,831597,35485.08
sikkim,2021,4,Recharge & bill payments,376078,1364.74
sikkim,2021,4,Merchant payments,369343,5045.86
sikkim,2021,4,Financial Services,2269,31.62
sikkim,2021,4,Others,5058,40.53
sikkim,2022,1,Peer-to-peer payments,916940,36509.61
sikkim,2022,1,Merchant payments,449273,5707.85
sikkim,2022,1,Recharge & bill payments,371579,1391.36
sikkim,2022,1,Financial Services,2124,30.62
sikkim,2022,1,Others,4386,34.87
sikkim,2022,2,Peer-to-peer payments,1198014,45965.01
sikkim,2022,2,Merchant payments,706658,8474.98
sikkim,2022,2,Recharge & bill payments,411189,1621.74
sikkim,2022,2,Financial Services,1758,18.61
sikkim,2022,2,Others,4462,30.71
sikkim,2022,3,Peer-to-peer payments,1222037,41737.04
sikkim,2022,3,Merchant payments,772650,8303.61
sikkim,2022,3,Recharge & bill payments,397207,1535.68
sikkim,2022,3,Financial Services,1538,28.51
sikkim,2022,3,Others,3326,23.96
sikkim,2022,4,Peer-to-peer payments,1548662,51751.55
sikkim,2022,4,Merchant payments,1033541,10962.21
sikkim,2022,4,Recharge & bill payments,470639,1812.82
sikkim,2022,4,Financial Services,2049,27.02
sikkim,2022,4,Others,3448,30.26
sikkim,2023,1,Peer-to-peer payments,1779090,54516.27
sikkim,2023,1,Merchant payments,1067585,10917.45
sikkim,2023,1,Recharge & bill payments,543957,2135.18
sikkim,2023,1,Financial Services,2603,28.01
sikkim,2023,1,Others,2893,28.78
sikkim,2023,2,Peer-to-peer payments,2196285,67993.75
sikkim,2023,2,Merchant payments,1616549,15232.02
sikkim,2023,2,Recharge & bill payments,594826,2514.69
sikkim,2023,2,Financial Services,2790,34.57
sikkim,2023,2,Others,2517,28.47
sikkim,2023,3,Peer-to-peer payments,2187102,62454.27
sikkim,2023,3,Merchant payments,2011690,16191.67
sikkim,2023,3,Recharge & bill payments,600784,2334.23
sikkim,2023,3,Financial Services,3289,72.62
sikkim,2023,3,Others,2072,19.59
sikkim,2023,4,Peer-to-peer payments,2165502,64675.41
sikkim,2023,4,Merchant payments,2124031,18777.72
sikkim,2023,4,Recharge & bill payments,562618,2352.42
sikkim,2023,4,Financial Services,3357,76.57
sikkim,2023,4,Others,1816,23.95
sikkim,2024,1,Merchant payments,2707037,21720.08
sikkim,2024,1,Peer-to-peer payments,2501457,69890.57
sikkim,2024,1,Recharge & bill payments,605942,2781.08
sikkim,2024,1,Financial Services,3962,146.33
sikkim,2024,1,Others,1748,19.16
sikkim,2024,2,Merchant payments,3610564,27566.69
sikkim,2024,2,Peer-to-peer payments,2927640,82138.79
sikkim,2024,2,Recharge & bill payments,642240,3104.12
sikkim,2024,2,Financial Services,5988,128.75
sikkim,2024,2,Others,1890,26.83
tamil-nadu,2018,1,Recharge & bill payments,3308548,6460.28
tamil-nadu,2018,1,Peer-to-peer payments,2670613,100315.19
tamil-nadu,2018,1,Merchant payments,326510,2720.02
tamil-nadu,2018,1,Financial Services,115363,318.76
tamil-nadu,2018,1,Others,305588,2801.32
tamil-nadu,2018,2,Recharge & bill payments,4464677,11898.93
tamil-nadu,2018,2,Peer-to-peer payments,4433762,180676.24
tamil-nadu,2018,2,Merchant payments,627918,5171.3
tamil-nadu,2018,2,Financial Services,167035,654.02
tamil-nadu,2018,2,Others,298736,2857.94
tamil-nadu,2018,3,Peer-to-peer payments,8810836,267924.63
tamil-nadu,2018,3,Recharge & bill payments,5148411,15215.52
tamil-nadu,2018,3,Merchant payments,1290978,7331.9
tamil-nadu,2018,3,Financial Services,191732,370.49
tamil-nadu,2018,3,Others,332121,2458.39
tamil-nadu,2018,4,Peer-to-peer payments,11538547,391800.84
tamil-nadu,2018,4,Recharge & bill payments,7093764,20203.3
tamil-nadu,2018,4,Merchant payments,3145621,17429.03
tamil-nadu,2018,4,Financial Services,228398,465.72
tamil-nadu,2018,4,Others,451114,3121.86
tamil-nadu,2019,1,Peer-to-peer payments,18645926,512962.99
tamil-nadu,2019,1,Recharge & bill payments,8863289,26953.17
tamil-nadu,2019,1,Merchant payments,4195222,19244.61
tamil-nadu,2019,1,Financial Services,193261,312.17
tamil-nadu,2019,1,Others,377347,2567.42
tamil-nadu,2019,2,Peer-to-peer payments,16952961,579241.29
tamil-nadu,2019,2,Recharge & bill payments,8414514,32800.34
tamil-nadu,2019,2,Merchant payments,6296995,26903.32
tamil-nadu,2019,2,Financial Services,70142,183.35
tamil-nadu,2019,2,Others,437125,2948.47
tamil-nadu,2019,3,Peer-to-peer payments,21277636,706153.31
tamil-nadu,2019,3,Merchant payments,10344027,40793.16
tamil-nadu,2019,3,Recharge & bill payments,9246678,39641.44
tamil-nadu,2019,3,Financial Services,88261,272.14
tamil-nadu,2019,3,Others,453581,2735.99
tamil-nadu,2019,4,Peer-to-peer payments,28814008,918580.26
tamil-nadu,2019,4,Merchant payments,16153034,64201.93
tamil-nadu,2019,4,Recharge & bill payments,11157765,46814.54
tamil-nadu,2019,4,Financial Services,60624,243.32
tamil-nadu,2019,4,Others,410980,2068.59
tamil-nadu,2020,1,Peer-to-peer payments,30880360,1019076.83
tamil-nadu,2020,1,Merchant payments,21541556,89507.37
tamil-nadu,2020,1,Recharge & bill payments,14134259,54932.39
tamil-nadu,2020,1,Financial Services,61427,414.22
tamil-nadu,2020,1,Others,335871,1766.05
tamil-nadu,2020,2,Peer-to-peer payments,21700844,823476.47
tamil-nadu,2020,2,Recharge & bill payments,18474731,64147.81
tamil-nadu,2020,2,Merchant payments,11477546,69093.62
tamil-nadu,2020,2,Financial Services,78584,891.89
tamil-nadu,2020,2,Others,138405,655.29
tamil-nadu,2020,3,Peer-to-peer payments,31754077,1235610.81
tamil-nadu,2020,3,Merchant payments,20664887,125545.9
tamil-nadu,2020,3,Recharge & bill payments,17521756,74769.52
tamil-nadu,2020,3,Financial Services,129671,1585.12
tamil-nadu,2020,3,Others,207434,902.81
tamil-nadu,2020,4,Peer-to-peer payments,47800741,1721963.82
tamil-nadu,2020,4,Merchant payments,41297305,244177.59
tamil-nadu,2020,4,Recharge & bill payments,21563946,94625.46
tamil-nadu,2020,4,Financial Services,153044,1867.75
tamil-nadu,2020,4,Others,364665,2097.36
tamil-nadu,2021,1,Peer-to-peer payments,57446279,2064052.3
tamil-nadu,2021,1,Merchant payments,53811885,307227.8
tamil-nadu,2021,1,Recharge & bill payments,24826273,111159.15
tamil-nadu,2021,1,Financial Services,170620,2153.19
tamil-nadu,2021,1,Others,301617,2088.99
tamil-nadu,2021,2,Peer-to-peer payments,60812902,2163790.28
tamil-nadu,2021,2,Merchant payments,52048347,335047.98
tamil-nadu,2021,2,Recharge & bill payments,32753032,131553.47
tamil-nadu,2021,2,Financial Services,192614,2251.13
tamil-nadu,2021,2,Others,351547,2230.55
tamil-nadu,2021,3,Merchant payments,85074941,529321.87
tamil-nadu,2021,3,Peer-to-peer payments,83833356,2961210.79
tamil-nadu,2021,3,Recharge & bill payments,34751691,156132.87
tamil-nadu,2021,3,Financial Services,182097,2461.47
tamil-nadu,2021,3,Others,515319,2946.23
tamil-nadu,2021,4,Merchant payments,117578360,705390.87
tamil-nadu,2021,4,Peer-to-peer payments,104493071,3535294.25
tamil-nadu,2021,4,Recharge & bill payments,36163870,189791.78
tamil-nadu,2021,4,Financial Services,228761,2758.5
tamil-nadu,2021,4,Others,691914,4004.12
tamil-nadu,2022,1,Merchant payments,139788772,817982.09
tamil-nadu,2022,1,Peer-to-peer payments,119383791,4096317.1
tamil-nadu,2022,1,Recharge & bill payments,34579431,207050.79
tamil-nadu,2022,1,Financial Services,241201,2982.16
tamil-nadu,2022,1,Others,579955,3559.87
tamil-nadu,2022,2,Merchant payments,179245529,1008131.34
tamil-nadu,2022,2,Peer-to-peer payments,136341691,4643331.08
tamil-nadu,2022,2,Recharge & bill payments,38257271,244776.64
tamil-nadu,2022,2,Financial Services,202498,2330.55
tamil-nadu,2022,2,Others,459948,2777.67
tamil-nadu,2022,3,Merchant payments,202149276,1098010.11
tamil-nadu,2022,3,Peer-to-peer payments,148805657,4938804.83
tamil-nadu,2022,3,Recharge & bill payments,41919063,276942.22
tamil-nadu,2022,3,Financial Services,217741,2380.7
tamil-nadu,2022,3,Others,404438,2654.35
tamil-nadu,2022,4,Merchant payments,229308285,1188479.99
tamil-nadu,2022,4,Peer-to-peer payments,162920305,5265114.19
tamil-nadu,2022,4,Recharge & bill payments,43391904,297194.49
tamil-nadu,2022,4,Financial Services,295740,3348.12
tamil-nadu,2022,4,Others,400402,2759.89
tamil-nadu,2023,1,Merchant payments,248540772,1242502.52
tamil-nadu,2023,1,Peer-to-peer payments,169269032,5546783.65
tamil-nadu,2023,1,Recharge & bill payments,42745926,360692.37
tamil-nadu,2023,1,Financial Services,281287,3038.93
tamil-nadu,2023,1,Others,375370,2819.26
tamil-nadu,2023,2,Merchant payments,270279446,1329525.62
tamil-nadu,2023,2,Peer-to-peer payments,181169979,6030653.59
tamil-nadu,2023,2,Recharge & bill payments,46387359,397844.53
tamil-nadu,2023,2,Financial Services,273888,3171.18
tamil-nadu,2023,2,Others,318966,2430.59
tamil-nadu,2023,3,Merchant payments,309648502,1474810.33
tamil-nadu,2023,3,Peer-to-peer payments,198678217,6416242.14
tamil-nadu,2023,3,Recharge & bill payments,47138716,433984.13
tamil-nadu,2023,3,Financial Services,320645,3730.42
tamil-nadu,2023,3,Others,298928,2285.63
tamil-nadu,2023,4,Merchant payments,336838248,1627760.67
tamil-nadu,2023,4,Peer-to-peer payments,208592985,6625224.24
tamil-nadu,2023,4,Recharge & bill payments,47390155,469233.36
tamil-nadu,2023,4,Financial Services,381269,4218.61
tamil-nadu,2023,4,Others,278724,2269.77
tamil-nadu,2024,1,Merchant payments,372666269,1740400.0
tamil-nadu,2024,1,Peer-to-peer payments,219277542,6890798.83
tamil-nadu,2024,1,Recharge & bill payments,47746915,500241.82
tamil-nadu,2024,1,Financial Services,374620,4959.81
tamil-nadu,2024,1,Others,261851,2210.65
tamil-nadu,2024,2,Merchant payments,421976763,1971652.68
tamil-nadu,2024,2,Peer-to-peer payments,232946490,7357209.37
tamil-nadu,2024,2,Recharge & bill payments,49473659,513784.66
tamil-nadu,2024,2,Financial Services,423814,6104.0
tamil-nadu,2024,2,Others,262960,2760.8
telangana,2018,1,Recharge & bill payments,4209319,8319.13
telangana,2018,1,Peer-to-peer payments,3307245,117482.69
telangana,2018,1,Merchant payments,351474,2828.99
telangana,2018,1,Financial Services,262876,570.12
telangana,2018,1,Others,391852,3881.11
telangana,2018,2,Peer-to-peer payments,4784079,207485.21
telangana,2018,2,Recharge & bill payments,4686542,12741.3
telangana,2018,2,Merchant payments,701082,5516.96
telangana,2018,2,Financial Services,277805,854.98
telangana,2018,2,Others,315162,3573.56
telangana,2018,3,Peer-to-peer payments,11560952,292535.06
telangana,2018,3,Recharge & bill payments,5328881,15681.36
telangana,2018,3,Merchant payments,1770075,8555.34
telangana,2018,3,Financial Services,307312,525.54
telangana,2018,3,Others,365483,3003.63
telangana,2018,4,Peer-to-peer payments,15571288,445416.68
telangana,2018,4,Recharge & bill payments,7121135,21658.71
telangana,2018,4,Merchant payments,5315161,23568.41
telangana,2018,4,Financial Services,392423,645.69
telangana,2018,4,Others,521147,3801.4
telangana,2019,1,Peer-to-peer payments,40488967,873612.38
telangana,2019,1,Merchant payments,12341901,41443.69
telangana,2019,1,Recharge & bill payments,11525394,36191.18
telangana,2019,1,Financial Services,463688,545.48
telangana,2019,1,Others,470752,3439.9
telangana,2019,2,Peer-to-peer payments,46741594,1410957.03
telangana,2019,2,Merchant payments,25682382,84427.41
telangana,2019,2,Recharge & bill payments,16225017,56034.78
telangana,2019,2,Financial Services,252173,436.27
telangana,2019,2,Others,709213,4908.94
telangana,2019,3,Peer-to-peer payments,59981113,1803428.68
telangana,2019,3,Merchant payments,44035953,143085.58
telangana,2019,3,Recharge & bill payments,16437222,67936.99
telangana,2019,3,Financial Services,183163,396.17
telangana,2019,3,Others,857925,4452.79
telangana,2019,4,Peer-to-peer payments,82587060,2493466.81
telangana,2019,4,Merchant payments,59347809,215106.27
telangana,2019,4,Recharge & bill payments,20797056,95613.15
telangana,2019,4,Financial Services,137291,334.54
telangana,2019,4,Others,703042,2946.89
telangana,2020,1,Peer-to-peer payments,95668911,3276417.98
telangana,2020,1,Merchant payments,76818285,310764.31
telangana,2020,1,Recharge & bill payments,26324268,123242.66
telangana,2020,1,Financial Services,88184,595.01
telangana,2020,1,Others,509877,2417.84
telangana,2020,2,Peer-to-peer payments,76683293,2794785.54
telangana,2020,2,Merchant payments,44181999,267120.43
telangana,2020,2,Recharge & bill payments,30885875,151069.46
telangana,2020,2,Financial Services,116776,1341.7
telangana,2020,2,Others,187200,1001.26
telangana,2020,3,Peer-to-peer payments,116668399,4374591.89
telangana,2020,3,Merchant payments,86836471,497432.26
telangana,2020,3,Recharge & bill payments,32352860,183784.77
telangana,2020,3,Financial Services,195857,2233.77
telangana,2020,3,Others,318539,1568.76
telangana,2020,4,Peer-to-peer payments,160607487,5919766.01
telangana,2020,4,Merchant payments,143897953,817259.51
telangana,2020,4,Recharge & bill payments,38174710,220061.83
telangana,2020,4,Financial Services,230134,2753.58
telangana,2020,4,Others,733503,3663.46
telangana,2021,1,Merchant payments,185230619,959272.78
telangana,2021,1,Peer-to-peer payments,179738195,6762763.53
telangana,2021,1,Recharge & bill payments,46371555,264476.01
telangana,2021,1,Financial Services,262473,3201.53
telangana,2021,1,Others,969268,3878.78
telangana,2021,2,Peer-to-peer payments,230861833,8721519.74
telangana,2021,2,Merchant payments,205232899,1232077.89
telangana,2021,2,Recharge & bill payments,58637866,318772.77
telangana,2021,2,Financial Services,278546,3005.69
telangana,2021,2,Others,856400,4207.23
telangana,2021,3,Merchant payments,286735350,1592273.11
telangana,2021,3,Peer-to-peer payments,271436926,9817546.79
telangana,2021,3,Recharge & bill payments,62744121,364348.81
telangana,2021,3,Financial Services,235519,3291.39
telangana,2021,3,Others,1734852,5431.17
telangana,2021,4,Merchant payments,376584215,2129747.66
telangana,2021,4,Peer-to-peer payments,331774591,12049912.24
telangana,2021,4,Recharge & bill payments,66477036,447603.99
telangana,2021,4,Financial Services,298871,3921.42
telangana,2021,4,Others,855060,6396.59
telangana,2022,1,Merchant payments,449186799,2438418.64
telangana,2022,1,Peer-to-peer payments,368048408,13752895.67
telangana,2022,1,Recharge & bill payments,66352138,504704.5
telangana,2022,1,Financial Services,284035,3942.84
telangana,2022,1,Others,2582005,6420.06
telangana,2022,2,Merchant payments,565370506,3074684.07
telangana,2022,2,Peer-to-peer payments,422056582,15800140.86
telangana,2022,2,Recharge & bill payments,75099130,631367.62
telangana,2022,2,Financial Services,245023,3248.58
telangana,2022,2,Others,611316,4704.33
telangana,2022,3,Merchant payments,880414292,4471506.47
telangana,2022,3,Peer-to-peer payments,626830752,21701733.24
telangana,2022,3,Recharge & bill payments,119779835,879372.11
telangana,2022,3,Financial Services,340458,4427.84
telangana,2022,3,Others,800064,6219.01
telangana,2022,4,Merchant payments,1002521735,4915560.08
telangana,2022,4,Peer-to-peer payments,694612831,23933803.95
telangana,2022,4,Recharge & bill payments,121188131,921367.6
telangana,2022,4,Financial Services,401838,4987.19
telangana,2022,4,Others,782297,6806.81
telangana,2023,1,Merchant payments,830385203,3699617.44
telangana,2023,1,Peer-to-peer payments,522865792,18988136.45
telangana,2023,1,Recharge & bill payments,86187673,1027873.43
telangana,2023,1,Financial Services,326874,4588.21
telangana,2023,1,Others,565916,5601.8
telangana,2023,2,Merchant payments,977182965,4291698.88
telangana,2023,2,Peer-to-peer payments,593322476,21559182.9
telangana,2023,2,Recharge & bill payments,94107914,1120366.24
telangana,2023,2,Financial Services,354045,5177.95
telangana,2023,2,Others,463571,5073.37
telangana,2023,3,Merchant payments,1128208049,4805529.8
telangana,2023,3,Peer-to-peer payments,647331506,22721848.54
telangana,2023,3,Recharge & bill payments,98661838,1163196.77
telangana,2023,3,Financial Services,420147,6668.46
telangana,2023,3,Others,424384,4785.45
telangana,2023,4,Merchant payments,1225132365,5327374.33
telangana,2023,4,Peer-to-peer payments,695789540,24534191.53
telangana,2023,4,Recharge & bill payments,99012602,1290365.62
telangana,2023,4,Financial Services,483067,7345.96
telangana,2023,4,Others,404604,4897.3
telangana,2024,1,Merchant payments,1341371332,5542077.56
telangana,2024,1,Peer-to-peer payments,735409951,25169305.88
telangana,2024,1,Recharge & bill payments,101670893,1312844.38
telangana,2024,1,Financial Services,494360,8611.75
telangana,2024,1,Others,438771,4853.44
telangana,2024,2,Merchant payments,1526789940,6328441.1
telangana,2024,2,Peer-to-peer payments,782892642,26963040.21
telangana,2024,2,Recharge & bill payments,106504222,1307650.21
telangana,2024,2,Financial Services,612770,10746.28
telangana,2024,2,Others,464783,5546.53
tripura,2018,1,Recharge & bill payments,86819,140.79
tripura,2018,1,Peer-to-peer payments,44844,1122.3
tripura,2018,1,Financial Services,4842,6.72
tripura,2018,1,Merchant payments,4833,60.81
tripura,2018,1,Others,6819,49.16
tripura,2018,2,Recharge & bill payments,118171,225.54
tripura,2018,2,Peer-to-peer payments,73821,1976.67
tripura,2018,2,Merchant payments,9621,105.71
tripura,2018,2,Financial Services,6925,12.64
tripura,2018,2,Others,6021,48.35
tripura,2018,3,Peer-to-peer payments,186065,3988.67
tripura,2018,3,Recharge & bill payments,156308,334.85
tripura,2018,3,Merchant payments,21476,160.92
tripura,2018,3,Financial Services,8106,10.8
tripura,2018,3,Others,5748,43.39
tripura,2018,4,Recharge & bill payments,204720,383.35
tripura,2018,4,Peer-to-peer payments,179739,5490.69
tripura,2018,4,Merchant payments,50888,310.66
tripura,2018,4,Financial Services,6441,10.23
tripura,2018,4,Others,6271,53.92
tripura,2019,1,Peer-to-peer payments,296993,6791.65
tripura,2019,1,Recharge & bill payments,227997,444.29
tripura,2019,1,Merchant payments,46642,281.1
tripura,2019,1,Financial Services,4189,4.61
tripura,2019,1,Others,5105,47.29
tripura,2019,2,Peer-to-peer payments,240776,7511.14
tripura,2019,2,Recharge & bill payments,218649,489.89
tripura,2019,2,Merchant payments,64829,352.76
tripura,2019,2,Financial Services,1899,3.39
tripura,2019,2,Others,6405,61.04
tripura,2019,3,Recharge & bill payments,339539,818.45
tripura,2019,3,Peer-to-peer payments,270163,8846.24
tripura,2019,3,Merchant payments,68399,448.02
tripura,2019,3,Financial Services,27970,5.82
tripura,2019,3,Others,5646,55.24
tripura,2019,4,Recharge & bill payments,373779,880.02
tripura,2019,4,Peer-to-peer payments,359076,10715.08
tripura,2019,4,Merchant payments,62458,512.74
tripura,2019,4,Financial Services,2239,3.77
tripura,2019,4,Others,4272,42.4
tripura,2020,1,Recharge & bill payments,449584,1143.55
tripura,2020,1,Peer-to-peer payments,366218,14006.95
tripura,2020,1,Merchant payments,102861,685.91
tripura,2020,1,Financial Services,1722,10.67
tripura,2020,1,Others,4117,40.71
tripura,2020,2,Recharge & bill payments,600206,1632.2
tripura,2020,2,Peer-to-peer payments,346863,15014.53
tripura,2020,2,Merchant payments,97816,997.96
tripura,2020,2,Financial Services,2904,22.48
tripura,2020,2,Others,4731,24.59
tripura,2020,3,Recharge & bill payments,627363,1852.02
tripura,2020,3,Peer-to-peer payments,477769,19593.71
tripura,2020,3,Merchant payments,202106,1902.18
tripura,2020,3,Financial Services,3828,31.41
tripura,2020,3,Others,6819,38.87
tripura,2020,4,Peer-to-peer payments,650386,26837.9
tripura,2020,4,Recharge & bill payments,631611,1923.86
tripura,2020,4,Merchant payments,357567,2968.72
tripura,2020,4,Financial Services,4084,36.67
tripura,2020,4,Others,8242,54.16
tripura,2021,1,Peer-to-peer payments,643366,28212.26
tripura,2021,1,Recharge & bill payments,508718,1732.11
tripura,2021,1,Merchant payments,350366,3337.43
tripura,2021,1,Financial Services,3146,28.8
tripura,2021,1,Others,5827,42.81
tripura,2021,2,Peer-to-peer payments,703728,28656.55
tripura,2021,2,Recharge & bill payments,589839,1898.09
tripura,2021,2,Merchant payments,440060,4049.16
tripura,2021,2,Financial Services,3656,35.04
tripura,2021,2,Others,7146,42.71
tripura,2021,3,Peer-to-peer payments,864329,34919.02
tripura,2021,3,Recharge & bill payments,620991,2152.26
tripura,2021,3,Merchant payments,584079,6485.05
tripura,2021,3,Financial Services,2886,34.73
tripura,2021,3,Others,8915,50.28
tripura,2021,4,Peer-to-peer payments,1060915,43687.87
tripura,2021,4,Merchant payments,793636,8740.05
tripura,2021,4,Recharge & bill payments,650251,2412.25
tripura,2021,4,Financial Services,3635,50.74
tripura,2021,4,Others,12256,78.38
tripura,2022,1,Peer-to-peer payments,1221863,49347.12
tripura,2022,1,Merchant payments,992891,10372.65
tripura,2022,1,Recharge & bill payments,641170,2623.48
tripura,2022,1,Financial Services,4351,57.83
tripura,2022,1,Others,10915,72.22
tripura,2022,2,Peer-to-peer payments,1443647,53541.82
tripura,2022,2,Merchant payments,1322009,12358.04
tripura,2022,2,Recharge & bill payments,638643,2780.19
tripura,2022,2,Financial Services,3812,45.34
